mode,nlc,asc,station,coverage,year,day,dir,total,early,am_peak,inter_peak,pm_peak,evening,late
LU,724,TEMu,Temple,Station entry / exit,2021-01-01,SAT,IN,4320.0,14.666667,71.111115,1229.6666,1302.6666,760.7778,941.1111
LU,725,THBu,Theydon Bois,Station entry / exit,2021-01-01,SAT,IN,929.9,18.9,93.4,483.9,210.1,65.4,58.2
LU,726,TBEu,Tooting Bec,Station entry / exit,2021-01-01,SAT,IN,7923.8184,135.63637,949.8182,3822.5454,1607.3636,945.63635,462.81818
LU,727,TBYu,Tooting Broadway,Station entry / exit,2021-01-01,SAT,IN,14567.7,417.6,1771.2,6498.3,3122.6,1771.2,986.8
LU,728,TCRu,Tottenham Court Road,Station entry / exit,2021-01-01,SAT,IN,43973.0,206.55556,594.6667,10229.0,13711.111,9524.223,9707.444
LU,729,TTHu,Tottenham Hale LU,Station entry / exit,2021-01-01,SAT,IN,15192.223,567.2222,2078.111,7120.6665,2945.4443,1574.6666,906.1111
LU,730,TOTu,Totteridge & Whetstone,Station entry / exit,2021-01-01,SAT,IN,2102.0,56.18182,300.27274,1026.3636,429.36365,215.81818,74.0
LU,731,THLu,Tower Hill,Station entry / exit,2021-01-01,SAT,IN,18125.4,177.8,1255.0,8088.8,4780.0,2344.7,1479.1
LU,733,TPKu,Tufnell Park,Station entry / exit,2021-01-01,SAT,IN,3599.25,28.625,418.375,1758.375,689.25,397.75,306.875
LU,734,TGRu,Turnham Green,Station entry / exit,2021-01-01,SAT,IN,5375.2,72.0,525.3,2609.6,1227.1,571.1,370.1
LU,735,TPLu,Turnpike Lane,Station entry / exit,2021-01-01,SAT,IN,9620.546,564.2727,1732.3636,4130.909,1699.5454,1015.63635,477.81818
LU,736,UPMu,Upminster,Station entry / exit,2021-01-01,SAT,IN,4085.4,154.8,572.0,2184.5,832.2,255.3,86.6
LU,737,UPBu,Upminster Bridge,Station entry / exit,2021-01-01,SAT,IN,494.625,27.625,71.375,247.375,95.0,35.75,17.5
LU,738,UPYu,Upney,Station entry / exit,2021-01-01,SAT,IN,2044.9,223.1,398.2,924.0,336.5,132.9,30.2
LU,739,UPKu,Upton Park,Station entry / exit,2021-01-01,SAT,IN,8904.444,831.6667,1640.3334,3585.111,1781.0,858.3333,208.0
LU,740,UXBu,Uxbridge,Station entry / exit,2021-01-01,SAT,IN,6312.4443,181.44444,712.1111,3274.2222,1377.4445,574.1111,193.11111
LU,777,VUXu,Vauxhall LU,Station entry / exit,2021-01-01,SAT,IN,29514.182,666.9091,3059.182,12959.637,6648.5454,4095.2727,2084.6365
LU,741,VICu,Victoria LU,Station entry / exit,2021-01-01,SAT,IN,76202.75,726.25,6719.375,34715.75,17525.0,9413.375,7103.0
LU,742,WALu,Walthamstow Central,Station entry / exit,2021-01-01,SAT,IN,16375.7,1289.2,2813.1,6963.4,3113.1,1528.3,668.6
LU,743,WANu,Wanstead,Station entry / exit,2021-01-01,SAT,IN,2445.7778,53.333332,278.1111,1264.2222,518.7778,225.66667,105.666664
LU,745,WSTu,Warren Street,Station entry / exit,2021-01-01,SAT,IN,9712.223,125.22222,641.0,3387.111,2564.889,1743.1111,1250.8889
LU,746,WARu,Warwick Avenue,Station entry / exit,2021-01-01,SAT,IN,3457.9092,32.090908,313.9091,1603.5454,768.1818,473.27274,266.9091
LU,747,WLOu,Waterloo LU,Station entry / exit,2021-01-01,SAT,IN,71409.63,444.45456,4634.636,29728.182,18165.637,11385.091,7051.636
LU,748,WATu,Watford,Station entry / exit,2021-01-01,SAT,IN,1425.625,52.875,199.25,634.125,356.875,144.625,37.875
LU,751,WEMu,Wembley Central,Station entry / exit,2021-01-01,SAT,IN,5556.6,348.1,917.7,2316.2,1087.2,643.9,243.5
LU,752,WPKu,Wembley Park,Station entry / exit,2021-01-01,SAT,IN,18390.7,656.1,2233.5,7379.7,3644.3,2235.9,2241.2
LU,753,WACu,West Acton,Station entry / exit,2021-01-01,SAT,IN,1334.3334,29.444445,189.77777,728.2222,257.44446,90.0,39.444443
LU,755,WBTu,West Brompton,Station entry / exit,2021-01-01,SAT,IN,6042.4,79.4,515.0,2521.8,1400.8,822.4,703.0
LU,756,WFYu,West Finchley,Station entry / exit,2021-01-01,SAT,IN,1303.0,32.375,192.375,671.125,270.0,110.625,26.5
LU,757,WHMu,West Ham,Station entry / exit,2021-01-01,SAT,IN,4283.2,350.7,751.3,1818.1,798.8,408.9,155.4
LU,758,WHDu,West Hampstead LU,Station entry / exit,2021-01-01,SAT,IN,9310.182,133.72728,1023.0909,4304.909,1998.2727,1182.0,668.1818
LU,759,WHRu,West Harrow,Station entry / exit,2021-01-01,SAT,IN,1055.288,77.11938,187.83672,505.3871,184.15086,81.79757,18.996317
LU,760,WKNu,West Kensington,Station entry / exit,2021-01-01,SAT,IN,4310.625,58.5,472.5,1965.125,892.375,599.625,322.5
LU,762,WRPu,West Ruislip,Station entry / exit,2021-01-01,SAT,IN,1438.4286,48.857143,183.71428,799.7143,278.42856,95.42857,32.285713
LU,754,WBPu,Westbourne Park,Station entry / exit,2021-01-01,SAT,IN,3489.7273,64.454544,365.63635,1620.0,804.9091,428.72726,206.0
LU,761,WMSu,Westminster,Station entry / exit,2021-01-01,SAT,IN,16572.111,107.666664,489.8889,6803.222,5264.4443,2437.3333,1469.5555
LU,764,WCTu,White City,Station entry / exit,2021-01-01,SAT,IN,8188.4287,134.0,604.1429,3212.7144,2129.5715,1433.1428,674.8571
LU,763,WCLu,Whitechapel,Station entry / exit,2021-01-01,SAT,IN,9967.875,170.625,888.125,4080.125,2281.25,1649.0,898.75
LU,765,WLGu,Willesden Green,Station entry / exit,2021-01-01,SAT,IN,6747.6,238.6,1102.8,3121.1,1285.4,729.8,269.9
LU,766,WJNu,Willesden Junction,Station entry / exit,2021-01-01,SAT,IN,4837.5713,200.14285,778.0,2169.0,946.2857,550.7143,193.42857
LU,768,WMPu,Wimbledon Park,Station entry / exit,2021-01-01,SAT,IN,2115.375,33.625,258.625,1143.875,471.625,156.125,51.5
LU,770,WGNu,Wood Green,Station entry / exit,2021-01-01,SAT,IN,12283.5,762.3,1993.5,4623.1,2190.1,1249.9,1464.6
LU,599,WDLu,Wood Lane,Station entry / exit,2021-01-01,SAT,IN,5027.1113,51.666668,242.44444,1694.6666,1498.5555,1063.7778,476.0
LU,769,WFDu,Woodford,Station entry / exit,2021-01-01,SAT,IN,5441.1113,226.44444,820.8889,2790.5557,1060.5555,418.55554,124.111115
LU,771,WSPu,Woodside Park,Station entry / exit,2021-01-01,SAT,IN,2762.4202,77.9667,396.67056,1355.0612,581.7515,266.28625,84.68383
LU,831,NIEu,Nine Elms,Station entry / exit,2021-01-01,SAT,IN,2738.2222,34.88889,203.66667,1263.1111,663.6667,389.55554,183.33333
LU,832,BPSu,Battersea Power Station,Station entry / exit,2021-01-01,SAT,IN,4518.25,36.75,242.125,2115.0,1223.125,582.375,318.875
LU,500,ACTu,Acton Town,Station entry / exit,2021-01-01,SAT,OUT,5558.5,98.25,507.875,1688.25,1283.75,994.75,985.625
LU,502,ALDu,Aldgate,Station entry / exit,2021-01-01,SAT,OUT,7452.875,104.5,725.375,2911.625,1736.0,1213.5,761.875
LU,503,ALEu,Aldgate East,Station entry / exit,2021-01-01,SAT,OUT,12951.111,99.44444,901.0,4715.6665,3356.111,2255.0,1623.8889
LU,505,ALPu,Alperton,Station entry / exit,2021-01-01,SAT,OUT,2537.0,44.42857,235.71428,925.0,603.5714,419.7143,308.57144
LU,506,AMEu,Amersham,Station entry / exit,2021-01-01,SAT,OUT,1544.7142,6.142857,88.71429,459.2857,397.14285,314.57144,278.85715
LU,507,ANGu,Angel,Station entry / exit,2021-01-01,SAT,OUT,15229.1,99.9,1168.1,5671.3,3889.7,2964.5,1435.6
LU,508,ARCu,Archway,Station entry / exit,2021-01-01,SAT,OUT,7016.636,57.81818,519.4545,2123.9092,1742.5454,1346.909,1226.0
LU,509,AGRu,Arnos Grove,Station entry / exit,2021-01-01,SAT,OUT,3834.818,37.454544,240.36363,1127.0,1008.4545,750.0909,671.4545
LU,510,ARLu,Arsenal,Station entry / exit,2021-01-01,SAT,OUT,2453.9,11.4,109.9,764.1,639.2,459.8,469.5
LU,511,BSTu,Baker Street,Station entry / exit,2021-01-01,SAT,OUT,21177.182,308.45456,2721.2727,10435.728,3860.2727,2433.4546,1418.0
LU,512,BALu,Balham LU,Station entry / exit,2021-01-01,SAT,OUT,11727.454,67.72727,742.0,3890.6365,2826.5454,2141.5454,2059.0
LU,513,BNKu,Bank and Monument,Station entry / exit,2021-01-01,SAT,OUT,22535.8,326.3,1895.5,10251.8,5127.5,3167.7,1767.0
LU,501,BARu,Barbican,Station entry / exit,2021-01-01,SAT,OUT,5182.727,57.81818,509.63635,2220.3635,1224.7273,817.2727,352.9091
LU,514,BKGu,Barking,Station entry / exit,2021-01-01,SAT,OUT,16920.4,355.4,1757.9,5648.4,3968.5,3094.4,2095.8
LU,515,BDEu,Barkingside,Station entry / exit,2021-01-01,SAT,OUT,1066.6,8.6,74.6,331.1,291.0,210.5,150.8
LU,516,BCTu,Barons Court,Station entry / exit,2021-01-01,SAT,OUT,4662.5713,59.142857,416.0,1475.4286,1090.2858,812.5714,809.1429
LU,517,BAYu,Bayswater,Station entry / exit,2021-01-01,SAT,OUT,4045.75,31.25,214.375,1557.875,1041.0,734.125,467.125
LU,518,BECu,Becontree,Station entry / exit,2021-01-01,SAT,OUT,2832.1667,25.166666,202.33333,1000.1667,733.8333,519.0,351.66666
LU,519,BPKu,Belsize Park,Station entry / exit,2021-01-01,SAT,OUT,4253.364,57.0,569.63635,1405.091,948.5455,697.63635,575.4545
LU,787,BERu,Bermondsey,Station entry / exit,2021-01-01,SAT,OUT,8795.0,186.27272,639.0909,3046.6365,2117.6365,1578.7273,1226.6364
LU,520,BNGu,Bethnal Green LU,Station entry / exit,2021-01-01,SAT,OUT,13724.182,190.63637,981.2727,4335.727,3395.818,2783.6365,2037.091
LU,521,BLFu,Blackfriars LU,Station entry / exit,2021-01-01,SAT,OUT,7897.3335,140.88889,667.2222,3549.4443,1901.5555,989.7778,648.44446
LU,522,BHRu,Blackhorse Road,Station entry / exit,2021-01-01,SAT,OUT,9204.1,103.2,514.7,2723.7,2354.5,1852.8,1655.2
LU,524,BDSu,Bond Street,Station entry / exit,2021-01-01,SAT,OUT,36421.9,615.4,4222.2,19876.7,7840.3,3084.7,782.6
LU,525,BORu,Borough,Station entry / exit,2021-01-01,SAT,OUT,4264.4287,26.571428,297.0,1679.1428,997.0,771.1429,493.57144
LU,526,BOSu,Boston Manor,Station entry / exit,2021-01-01,SAT,OUT,1549.0,21.333334,114.666664,453.33334,391.16666,285.5,283.0
LU,527,BGRu,Bounds Green,Station entry / exit,2021-01-01,SAT,OUT,4854.364,31.363636,266.63635,1440.5454,1306.909,930.9091,878.0
LU,528,BWRu,Bow Road,Station entry / exit,2021-01-01,SAT,OUT,3910.375,44.375,281.25,1044.25,935.375,780.5,824.625
LU,529,BTXu,Brent Cross,Station entry / exit,2021-01-01,SAT,OUT,1705.3636,28.818182,166.63637,586.0909,389.18182,256.9091,277.72726
LU,778,BRXu,Brixton LU,Station entry / exit,2021-01-01,SAT,OUT,31032.6,289.5,1630.5,8893.3,7919.7,6782.6,5517.0
LU,530,BBBu,Bromley-by-Bow,Station entry / exit,2021-01-01,SAT,OUT,3112.75,72.0,261.25,771.375,788.25,609.625,610.25
LU,531,BHLu,Buckhurst Hill,Station entry / exit,2021-01-01,SAT,OUT,1917.25,15.125,140.875,627.125,495.875,333.5,304.75
LU,532,BURu,Burnt Oak,Station entry / exit,2021-01-01,SAT,OUT,3143.6667,39.0,223.66667,1098.5555,751.44446,549.2222,481.77777
LU,534,CRDu,Caledonian Road,Station entry / exit,2021-01-01,SAT,OUT,4351.5,63.5,355.3,1257.9,1060.7,872.5,741.6
LU,535,CTNu,Camden Town,Station entry / exit,2021-01-01,SAT,OUT,31247.166,132.0,1497.6666,16660.166,6810.1665,3895.5,2251.6667
LU,788,CWRu,Canada Water,Station entry / exit,2021-01-01,SAT,OUT,17212.363,126.90909,827.5455,6464.636,4870.091,2736.3635,2186.818
LU,852,CWFu,Canary Wharf LU,Station entry / exit,2021-01-01,SAT,OUT,33862.547,680.63635,2575.3635,11918.182,8467.0,5960.909,4260.4546
LU,884,CNTu,Canning Town,Station entry / exit,2021-01-01,SAT,OUT,15699.556,253.55556,990.2222,4676.5557,3719.3333,3057.2222,3002.6667
LU,536,CSTu,Cannon Street LU,Station entry / exit,2021-01-01,SAT,OUT,2939.0,36.7,207.9,1111.9,803.2,494.6,284.7
LU,537,CPKu,Canons Park,Station entry / exit,2021-01-01,SAT,OUT,2435.7,22.0,174.6,807.7,621.1,419.1,391.2
LU,539,CLFu,Chalfont & Latimer,Station entry / exit,2021-01-01,SAT,OUT,1324.9017,8.588049,87.05159,348.59674,337.66647,260.37402,282.62488
LU,540,CHFu,Chalk Farm,Station entry / exit,2021-01-01,SAT,OUT,4832.0,31.666666,417.66666,1752.2222,1185.1111,961.8889,483.44446
LU,541,CYLu,Chancery Lane,Station entry / exit,2021-01-01,SAT,OUT,5477.4443,114.111115,847.7778,2338.5557,1093.2222,708.2222,375.55554
LU,718,CHXu,Charing Cross LU,Station entry / exit,2021-01-01,SAT,OUT,17935.092,152.0,1077.0,8543.818,4401.364,2368.0,1392.909
LU,543,CHMu,Chesham,Station entry / exit,2021-01-01,SAT,OUT,823.4286,7.428571,57.57143,289.42856,176.0,141.57143,151.42857
LU,544,CHGu,Chigwell,Station entry / exit,2021-01-01,SAT,OUT,235.8,3.0,41.6,80.0,56.1,37.9,17.2
LU,545,CHPu,Chiswick Park,Station entry / exit,2021-01-01,SAT,OUT,1966.8572,21.0,170.0,733.7143,477.2857,304.57144,260.2857
LU,546,CWDu,Chorleywood,Station entry / exit,2021-01-01,SAT,OUT,1014.71063,3.7048259,67.09851,306.88306,251.10486,184.21217,201.70718
LU,547,CPCu,Clapham Common,Station entry / exit,2021-01-01,SAT,OUT,11676.728,70.09091,793.7273,3436.182,2728.5454,2346.7273,2301.4546
LU,548,CPNu,Clapham North,Station entry / exit,2021-01-01,SAT,OUT,7984.2,53.8,366.1,2170.3,1904.8,1795.3,1693.9
LU,549,CPSu,Clapham South,Station entry / exit,2021-01-01,SAT,OUT,7222.4443,59.22222,555.44446,2149.889,1789.1111,1350.7778,1318.0
LU,550,CFSu,Cockfosters,Station entry / exit,2021-01-01,SAT,OUT,2032.8889,17.11111,147.11111,624.55554,511.8889,371.55554,360.66666
LU,551,COLu,Colindale,Station entry / exit,2021-01-01,SAT,OUT,6078.5,52.25,389.625,1659.0,1470.75,1356.125,1150.75
LU,552,CLWu,Colliers Wood,Station entry / exit,2021-01-01,SAT,OUT,5803.857,52.0,381.85715,1828.4286,1340.1428,1066.5714,1134.8572
LU,553,COVu,Covent Garden,Station entry / exit,2021-01-01,SAT,OUT,26934.666,98.666664,1350.3334,15371.5,6808.0,2856.0,450.16666
LU,554,CRXu,Croxley,Station entry / exit,2021-01-01,SAT,OUT,694.5714,5.857143,60.142857,181.57143,175.85715,139.85715,131.28572
LU,555,DGEu,Dagenham East,Station entry / exit,2021-01-01,SAT,OUT,2426.625,31.125,200.25,933.25,535.75,430.75,295.5
LU,556,DGHu,Dagenham Heathway,Station entry / exit,2021-01-01,SAT,OUT,4630.3335,58.77778,470.0,1674.3334,1079.8889,842.3333,505.0
LU,557,DEBu,Debden,Station entry / exit,2021-01-01,SAT,OUT,1732.2,32.3,181.6,615.0,411.3,252.8,239.2
LU,558,DHLu,Dollis Hill,Station entry / exit,2021-01-01,SAT,OUT,3155.6365,46.909092,235.81818,961.7273,789.4545,597.4545,524.2727
LU,560,EBYu,Ealing Broadway,Station entry / exit,2021-01-01,SAT,OUT,13759.857,131.0,1116.1428,4695.7144,3542.7144,2339.8572,1934.4286
LU,561,ECMu,Ealing Common,Station entry / exit,2021-01-01,SAT,OUT,2708.0,26.444445,258.0,809.1111,647.0,499.77777,467.66666
LU,562,ECTu,Earl's Court,Station entry / exit,2021-01-01,SAT,OUT,19230.455,267.72726,1803.3636,6794.364,4350.091,3252.6365,2762.2727
LU,563,EACu,East Acton,Station entry / exit,2021-01-01,SAT,OUT,2340.0,54.25,267.125,620.125,512.625,462.125,423.75
LU,565,EFYu,East Finchley,Station entry / exit,2021-01-01,SAT,OUT,4960.2,29.7,294.2,1403.0,1363.5,956.2,913.6
LU,566,EHMu,East Ham,Station entry / exit,2021-01-01,SAT,OUT,10301.556,119.111115,781.7778,3556.7778,2525.0,1860.6666,1458.2222
LU,567,EPYu,East Putney,Station entry / exit,2021-01-01,SAT,OUT,5799.5,22.6,364.3,1946.0,1552.9,1053.6,860.1
LU,564,ETEu,Eastcote,Station entry / exit,2021-01-01,SAT,OUT,2082.2222,14.444445,140.55556,666.3333,529.55554,387.55554,343.77777
LU,568,EDGu,Edgware,Station entry / exit,2021-01-01,SAT,OUT,4278.0,38.875,314.875,1377.25,1006.5,741.625,798.875
LU,774,ERBu,Edgware Road (Bak),Station entry / exit,2021-01-01,SAT,OUT,3992.4,75.1,437.0,1389.8,913.6,681.2,495.7
LU,569,ERDu,Edgware Road (DIS),Station entry / exit,2021-01-01,SAT,OUT,5452.25,64.25,466.5,2242.5,1326.75,819.625,532.625
LU,570,ELEu,Elephant & Castle LU,Station entry / exit,2021-01-01,SAT,OUT,16661.285,153.14285,1125.5714,5409.143,4110.857,3198.1428,2664.4285
LU,571,EPKu,Elm Park,Station entry / exit,2021-01-01,SAT,OUT,2081.625,17.25,150.125,663.5,499.25,406.125,345.375
LU,542,EMBu,Embankment,Station entry / exit,2021-01-01,SAT,OUT,21707.8,229.1,1228.2,10589.2,5800.8,2513.8,1346.7
LU,572,EPPu,Epping,Station entry / exit,2021-01-01,SAT,OUT,3567.25,33.87369,231.92447,1008.6832,934.836,700.4456,657.48706
LU,574,EUSu,Euston LU,Station entry / exit,2021-01-01,SAT,OUT,38957.0,733.7778,5017.1113,14931.223,8581.556,6079.8887,3613.4443
LU,575,ESQu,Euston Square,Station entry / exit,2021-01-01,SAT,OUT,8327.272,250.36363,1291.909,3833.818,1549.6364,981.8182,419.72726
LU,576,FLPu,Fairlop,Station entry / exit,2021-01-01,SAT,OUT,1055.2,6.5,93.3,433.7,239.3,162.9,119.5
LU,577,FARu,Farringdon,Station entry / exit,2021-01-01,SAT,OUT,9853.637,225.09091,1189.3636,4150.5454,1980.0,1420.091,888.5455
LU,578,FYCu,Finchley Central,Station entry / exit,2021-01-01,SAT,OUT,5628.9136,29.492216,348.21976,1580.2803,1472.6271,1092.6667,1105.6274
LU,579,FRDu,Finchley Road,Station entry / exit,2021-01-01,SAT,OUT,7089.0,99.333336,739.1111,2671.0,1730.2222,1084.1111,765.2222
LU,580,FPKu,Finsbury Park,Station entry / exit,2021-01-01,SAT,OUT,25905.072,274.3685,1756.8911,8588.007,6747.736,4659.1455,3878.9246
LU,581,FBYu,Fulham Broadway,Station entry / exit,2021-01-01,SAT,OUT,8245.0,75.42857,871.1429,3112.7144,2028.4286,1380.8572,776.4286
LU,582,GHLu,Gants Hill,Station entry / exit,2021-01-01,SAT,OUT,4904.0,37.42857,307.2857,1378.4286,1354.1428,1050.8572,775.8571
LU,583,GRDu,Gloucester Road,Station entry / exit,2021-01-01,SAT,OUT,16061.818,203.0,1483.2727,6883.909,3594.9092,2312.9092,1583.8182
LU,584,GGRu,Golders Green,Station entry / exit,2021-01-01,SAT,OUT,5725.4,61.2,518.9,1738.1,1425.4,992.8,989.0
LU,585,GHRu,Goldhawk Road,Station entry / exit,2021-01-01,SAT,OUT,1922.2222,16.333334,121.333336,681.7778,498.77777,332.22223,271.77777
LU,586,GSTu,Goodge Street,Station entry / exit,2021-01-01,SAT,OUT,4340.0,41.25,509.5,1987.75,978.625,617.75,205.125
LU,587,GRHu,Grange Hill,Station entry / exit,2021-01-01,SAT,OUT,302.83334,3.3333333,22.166666,91.166664,90.833336,62.833332,32.5
LU,588,GPSu,Great Portland Street,Station entry / exit,2021-01-01,SAT,OUT,3784.4,61.1,555.5,1641.9,729.6,553.1,243.2
LU,590,GPKu,Green Park,Station entry / exit,2021-01-01,SAT,OUT,34822.855,795.1429,4505.2856,18336.285,6725.7144,3099.8572,1360.5714
LU,589,GFDu,Greenford,Station entry / exit,2021-01-01,SAT,OUT,3378.5,68.375,298.375,1025.125,826.875,650.25,509.5
LU,591,GUNu,Gunnersbury,Station entry / exit,2021-01-01,SAT,OUT,3260.1667,58.0,359.33334,1273.5,693.0,468.5,407.83334
LU,592,HAIu,Hainault,Station entry / exit,2021-01-01,SAT,OUT,2816.4546,19.545454,176.54546,846.63635,761.5455,546.0,466.18182
LU,593,HMDu,Hammersmith (DIS),Station entry / exit,2021-01-01,SAT,OUT,21001.334,371.44446,2204.4443,7793.3335,5125.1113,3349.111,2157.889
LU,773,HMSu,Hammersmith (H&C),Station entry / exit,2021-01-01,SAT,OUT,8119.5713,87.28571,584.1429,3304.8572,2146.8572,1233.5714,762.8571
LU,594,HMPu,Hampstead,Station entry / exit,2021-01-01,SAT,OUT,4410.8184,39.727272,518.4545,2033.4546,895.7273,529.0909,394.36365
LU,595,HLNu,Hanger Lane,Station entry / exit,2021-01-01,SAT,OUT,2631.5557,49.444443,213.77777,717.1111,677.44446,518.1111,455.66666
LU,596,HARu,Harlesden,Station entry / exit,2021-01-01,SAT,OUT,2330.5715,163.71428,343.14285,708.5714,517.7143,379.7143,217.71428
LU,597,HAWu,Harrow & Wealdstone,Station entry / exit,2021-01-01,SAT,OUT,3246.25,56.5,304.875,1081.375,864.625,610.5,328.375
LU,598,HOHu,Harrow-on-the-Hill,Station entry / exit,2021-01-01,SAT,OUT,9350.223,95.111115,733.2222,3462.111,2169.3333,1571.7778,1318.6666
LU,779,HTXu,Hatton Cross,Station entry / exit,2021-01-01,SAT,OUT,2750.2856,84.14286,250.85715,774.1429,615.5714,594.4286,431.14285
LU,783,HRVu,Heathrow Terminal 5 LU,Station entry / exit,2021-01-01,SAT,OUT,3421.5,275.875,752.875,1618.75,515.0,185.375,73.625
LU,780,HRCu,Heathrow Terminals 123 LU,Station entry / exit,2021-01-01,SAT,OUT,3983.5,235.33333,898.6667,1702.8334,640.6667,335.5,170.5
LU,601,HNDu,Hendon Central,Station entry / exit,2021-01-01,SAT,OUT,4539.1113,46.444443,367.1111,1306.8889,1060.4445,858.1111,900.1111
LU,602,HBTu,High Barnet,Station entry / exit,2021-01-01,SAT,OUT,3173.4546,14.272727,200.81818,843.7273,804.36365,602.63635,707.63635
LU,605,HSTu,High Street Kensington,Station entry / exit,2021-01-01,SAT,OUT,9537.0,105.42857,934.4286,4919.4287,2050.5715,910.7143,616.4286
LU,603,HBYu,Highbury & Islington,Station entry / exit,2021-01-01,SAT,OUT,19113.9,194.8,1489.6,6739.9,5034.5,3418.4,2236.7
LU,604,HIGu,Highgate,Station entry / exit,2021-01-01,SAT,OUT,4749.1,20.1,284.8,1433.8,1286.4,882.0,842.0
LU,606,HDNu,Hillingdon,Station entry / exit,2021-01-01,SAT,OUT,1415.5,11.125,97.0,393.125,345.75,304.375,264.125
LU,607,HOLu,Holborn,Station entry / exit,2021-01-01,SAT,OUT,21924.445,287.8889,2223.0,11111.777,4757.3335,2462.111,1082.3334
LU,608,HPKu,Holland Park,Station entry / exit,2021-01-01,SAT,OUT,2910.875,40.5,392.75,1271.5,617.0,325.125,264.0
LU,609,HRDu,Holloway Road,Station entry / exit,2021-01-01,SAT,OUT,4829.8,49.1,341.6,1463.6,1248.0,978.0,749.5
LU,610,HCHu,Hornchurch,Station entry / exit,2021-01-01,SAT,OUT,1485.6666,23.333334,122.5,480.16666,370.5,270.66666,218.5
LU,611,HNCu,Hounslow Central,Station entry / exit,2021-01-01,SAT,OUT,2863.6667,35.333332,237.0,861.7778,661.0,578.55554,490.0
LU,612,HNEu,Hounslow East,Station entry / exit,2021-01-01,SAT,OUT,3516.1428,40.714287,280.0,1075.7142,813.1429,753.1429,553.4286
LU,613,HNWu,Hounslow West,Station entry / exit,2021-01-01,SAT,OUT,3174.4443,47.666668,227.44444,875.7778,699.3333,714.7778,609.44446
LU,614,HPCu,Hyde Park Corner,Station entry / exit,2021-01-01,SAT,OUT,4249.5,128.875,606.75,2357.5,688.5,299.875,168.0
LU,615,ICKu,Ickenham,Station entry / exit,2021-01-01,SAT,OUT,859.1429,7.428571,45.42857,267.2857,212.85715,177.14285,149.0
LU,616,KENu,Kennington,Station entry / exit,2021-01-01,SAT,OUT,5647.625,34.875,252.125,1668.25,1436.0,1183.375,1073.0
LU,617,KGNu,Kensal Green,Station entry / exit,2021-01-01,SAT,OUT,1906.1666,18.0,132.5,585.8333,503.0,364.33334,302.5
LU,620,KETu,Kenton,Station entry / exit,2021-01-01,SAT,OUT,1612.1428,41.714287,214.0,565.2857,390.85715,258.0,142.28572
LU,621,KEWu,Kew Gardens,Station entry / exit,2021-01-01,SAT,OUT,5225.375,17.625,344.375,2823.875,1156.875,530.75,351.875
LU,622,KILu,Kilburn,Station entry / exit,2021-01-01,SAT,OUT,6506.636,98.36364,472.27274,1965.091,1587.8182,1248.4546,1134.6364
LU,623,KPKu,Kilburn Park,Station entry / exit,2021-01-01,SAT,OUT,2761.5,34.3,236.1,905.2,677.1,496.4,412.4
LU,625,KXXu,King's Cross St. Pancras,Station entry / exit,2021-01-01,SAT,OUT,89087.73,1409.4546,9301.728,32782.816,20910.908,14694.454,9988.363
LU,624,KBYu,Kingsbury,Station entry / exit,2021-01-01,SAT,OUT,3458.375,43.875,207.0,1347.0,868.875,575.875,415.75
LU,626,KNBu,Knightsbridge,Station entry / exit,2021-01-01,SAT,OUT,17698.0,227.25,2010.625,10227.5,3615.625,1214.5,402.5
LU,627,LGRu,Ladbroke Grove,Station entry / exit,2021-01-01,SAT,OUT,6554.2,43.6,528.5,3750.6,1160.0,672.3,399.2
LU,628,LAMu,Lambeth North,Station entry / exit,2021-01-01,SAT,OUT,2825.9,23.7,274.7,1245.2,575.6,404.7,302.0
LU,629,LANu,Lancaster Gate,Station entry / exit,2021-01-01,SAT,OUT,5717.6665,72.5,614.6667,2074.0,1304.3334,857.6667,794.5
LU,630,LATu,Latimer Road,Station entry / exit,2021-01-01,SAT,OUT,1687.3,22.0,187.3,736.0,370.8,218.2,153.0
LU,631,LSQu,Leicester Square,Station entry / exit,2021-01-01,SAT,OUT,55777.0,247.625,2198.375,26393.25,14826.375,9282.25,2829.125
LU,632,LEYu,Leyton,Station entry / exit,2021-01-01,SAT,OUT,10736.637,119.181816,700.2727,4471.273,2367.3635,1626.8182,1451.7273
LU,633,LYSu,Leytonstone,Station entry / exit,2021-01-01,SAT,OUT,8094.8,96.2,531.9,2567.5,2071.0,1523.9,1304.3
LU,634,LSTu,Liverpool Street LU,Station entry / exit,2021-01-01,SAT,OUT,58514.816,730.7273,3967.2727,20983.637,15169.182,10704.637,6959.364
LU,635,LONu,London Bridge LU,Station entry / exit,2021-01-01,SAT,OUT,68767.37,812.7273,4782.091,29310.0,16086.091,10729.363,7047.091
LU,636,LTNu,Loughton,Station entry / exit,2021-01-01,SAT,OUT,3052.8,26.8,258.1,1014.5,752.5,494.5,506.4
LU,637,MDVu,Maida Vale,Station entry / exit,2021-01-01,SAT,OUT,2656.5,18.0,226.66667,870.8333,654.0,496.83334,390.16666
LU,638,MNRu,Manor House,Station entry / exit,2021-01-01,SAT,OUT,7208.2,53.9,359.5,1995.0,1782.5,1571.9,1445.4
LU,639,MANu,Mansion House,Station entry / exit,2021-01-01,SAT,OUT,2835.3333,28.666666,238.0,1321.8889,705.55554,376.66666,164.55556
