mode,nlc,asc,station,coverage,year,day,dir,total,early,am_peak,inter_peak,pm_peak,evening,late
LU,500,ACTu,Acton Town,Station entry / exit,2017-01-01,MTF,IN,9531.0,608.0,3287.0,2705.0,2029.0,655.0,247.0
LU,502,ALDu,Aldgate,Station entry / exit,2017-01-01,MTF,IN,15080.0,252.0,2774.0,3078.0,6931.0,1596.0,449.0
LU,503,ALEu,Aldgate East,Station entry / exit,2017-01-01,MTF,IN,22327.0,290.0,3225.0,6301.0,8096.0,3104.0,1311.0
LU,505,ALPu,Alperton,Station entry / exit,2017-01-01,MTF,IN,4495.0,558.0,1618.0,1073.0,831.0,313.0,102.0
LU,506,AMEu,Amersham,Station entry / exit,2017-01-01,MTF,IN,3848.0,538.0,1952.0,701.0,534.0,92.0,31.0
LU,507,ANGu,Angel,Station entry / exit,2017-01-01,MTF,IN,30413.0,364.0,4547.0,7750.0,10008.0,4717.0,3027.0
LU,508,ARCu,Archway,Station entry / exit,2017-01-01,MTF,IN,15336.0,611.0,6064.0,4270.0,2941.0,1053.0,397.0
LU,509,AGRu,Arnos Grove,Station entry / exit,2017-01-01,MTF,IN,7443.0,693.0,3125.0,1902.0,1226.0,394.0,103.0
LU,510,ARLu,Arsenal,Station entry / exit,2017-01-01,MTF,IN,4622.0,175.0,2306.0,1129.0,692.0,230.0,90.0
LU,511,BSTu,Baker Street,Station entry / exit,2017-01-01,MTF,IN,47116.0,675.0,7850.0,13697.0,16127.0,6364.0,2403.0
LU,512,BALu,Balham LU,Station entry / exit,2017-01-01,MTF,IN,22562.0,1307.0,10886.0,4607.0,3572.0,1552.0,638.0
LU,513,BNKu,Bank and Monument,Station entry / exit,2017-01-01,MTF,IN,112547.0,1056.0,10991.0,23987.0,52375.0,18517.0,5621.0
LU,501,BARu,Barbican,Station entry / exit,2017-01-01,MTF,IN,20680.0,141.0,1505.0,5308.0,9148.0,3185.0,1393.0
LU,514,BKGu,Barking,Station entry / exit,2017-01-01,MTF,IN,29410.0,5097.0,10037.0,7003.0,4937.0,1858.0,478.0
LU,515,BDEu,Barkingside,Station entry / exit,2017-01-01,MTF,IN,2723.0,523.0,1291.0,506.0,303.0,79.0,21.0
LU,516,BCTu,Barons Court,Station entry / exit,2017-01-01,MTF,IN,12188.0,327.0,4124.0,3250.0,3321.0,921.0,245.0
LU,517,BAYu,Bayswater,Station entry / exit,2017-01-01,MTF,IN,6946.0,141.0,1641.0,2441.0,1395.0,859.0,469.0
LU,518,BECu,Becontree,Station entry / exit,2017-01-01,MTF,IN,6034.0,1311.0,2408.0,1323.0,681.0,256.0,55.0
LU,519,BPKu,Belsize Park,Station entry / exit,2017-01-01,MTF,IN,10868.0,227.0,3009.0,3248.0,3038.0,1038.0,308.0
LU,787,BERu,Bermondsey,Station entry / exit,2017-01-01,MTF,IN,16503.0,824.0,5541.0,3796.0,4024.0,1688.0,630.0
LU,520,BNGu,Bethnal Green LU,Station entry / exit,2017-01-01,MTF,IN,23869.0,812.0,6831.0,6977.0,5385.0,2506.0,1358.0
LU,521,BLFu,Blackfriars LU,Station entry / exit,2017-01-01,MTF,IN,26446.0,360.0,4924.0,5608.0,10937.0,3543.0,1074.0
LU,522,BHRu,Blackhorse Road,Station entry / exit,2017-01-01,MTF,IN,14573.0,1806.0,6724.0,3166.0,1931.0,706.0,240.0
LU,524,BDSu,Bond Street,Station entry / exit,2017-01-01,MTF,IN,61234.0,297.0,2329.0,16915.0,25175.0,12356.0,4162.0
LU,525,BORu,Borough,Station entry / exit,2017-01-01,MTF,IN,9525.0,149.0,1512.0,2614.0,3564.0,1199.0,487.0
LU,526,BOSu,Boston Manor,Station entry / exit,2017-01-01,MTF,IN,3893.0,245.0,1642.0,931.0,820.0,199.0,56.0
LU,527,BGRu,Bounds Green,Station entry / exit,2017-01-01,MTF,IN,10509.0,1160.0,4802.0,2471.0,1351.0,545.0,180.0
LU,528,BWRu,Bow Road,Station entry / exit,2017-01-01,MTF,IN,9077.0,508.0,4076.0,2332.0,1418.0,541.0,202.0
LU,529,BTXu,Brent Cross,Station entry / exit,2017-01-01,MTF,IN,4080.0,335.0,1529.0,1098.0,724.0,313.0,81.0
LU,778,BRXu,Brixton LU,Station entry / exit,2017-01-01,MTF,IN,51028.0,3202.0,23125.0,10615.0,7119.0,3155.0,3812.0
LU,530,BBBu,Bromley-by-Bow,Station entry / exit,2017-01-01,MTF,IN,6307.0,341.0,2239.0,1602.0,1538.0,452.0,135.0
LU,531,BHLu,Buckhurst Hill,Station entry / exit,2017-01-01,MTF,IN,3740.0,405.0,1975.0,714.0,452.0,141.0,53.0
LU,532,BURu,Burnt Oak,Station entry / exit,2017-01-01,MTF,IN,7414.0,1416.0,3099.0,1586.0,910.0,317.0,86.0
LU,534,CRDu,Caledonian Road,Station entry / exit,2017-01-01,MTF,IN,9277.0,297.0,2812.0,2681.0,2315.0,810.0,362.0
LU,535,CTNu,Camden Town,Station entry / exit,2017-01-01,MTF,IN,31046.0,378.0,3500.0,9014.0,10284.0,4072.0,3798.0
LU,788,CWRu,Canada Water,Station entry / exit,2017-01-01,MTF,IN,21804.0,1230.0,9223.0,5171.0,3705.0,1680.0,795.0
LU,852,CWFu,Canary Wharf LU,Station entry / exit,2017-01-01,MTF,IN,86663.0,1152.0,8061.0,15668.0,43898.0,14720.0,3164.0
LU,884,CNTu,Canning Town,Station entry / exit,2017-01-01,MTF,IN,20492.0,2870.0,7679.0,4698.0,3478.0,1329.0,438.0
LU,536,CSTu,Cannon Street LU,Station entry / exit,2017-01-01,MTF,IN,18732.0,558.0,6415.0,4062.0,5470.0,1765.0,462.0
LU,537,CPKu,Canons Park,Station entry / exit,2017-01-01,MTF,IN,4900.0,641.0,2342.0,943.0,702.0,218.0,54.0
LU,539,CLFu,Chalfont & Latimer,Station entry / exit,2017-01-01,MTF,IN,2838.0,358.0,1328.0,635.0,390.0,85.0,42.0
LU,540,CHFu,Chalk Farm,Station entry / exit,2017-01-01,MTF,IN,8997.0,217.0,2430.0,2220.0,2173.0,925.0,1032.0
LU,541,CYLu,Chancery Lane,Station entry / exit,2017-01-01,MTF,IN,31085.0,150.0,1610.0,8488.0,14458.0,4936.0,1443.0
LU,718,CHXu,Charing Cross LU,Station entry / exit,2017-01-01,MTF,IN,30496.0,688.0,5887.0,7919.0,8735.0,4327.0,2940.0
LU,543,CHMu,Chesham,Station entry / exit,2017-01-01,MTF,IN,1985.0,369.0,924.0,386.0,249.0,45.0,12.0
LU,544,CHGu,Chigwell,Station entry / exit,2017-01-01,MTF,IN,1021.0,90.0,534.0,208.0,157.0,22.0,10.0
LU,545,CHPu,Chiswick Park,Station entry / exit,2017-01-01,MTF,IN,3392.0,135.0,1121.0,783.0,1011.0,262.0,80.0
LU,546,CWDu,Chorleywood,Station entry / exit,2017-01-01,MTF,IN,2764.0,401.0,1423.0,568.0,279.0,71.0,22.0
LU,547,CPCu,Clapham Common,Station entry / exit,2017-01-01,MTF,IN,15071.0,839.0,5837.0,3297.0,2746.0,1419.0,933.0
LU,548,CPNu,Clapham North,Station entry / exit,2017-01-01,MTF,IN,9804.0,583.0,4019.0,2039.0,1764.0,911.0,488.0
LU,549,CPSu,Clapham South,Station entry / exit,2017-01-01,MTF,IN,13665.0,950.0,7111.0,2656.0,1861.0,799.0,288.0
LU,550,CFSu,Cockfosters,Station entry / exit,2017-01-01,MTF,IN,2894.0,270.0,1073.0,835.0,517.0,144.0,55.0
LU,551,COLu,Colindale,Station entry / exit,2017-01-01,MTF,IN,11783.0,1095.0,4644.0,3072.0,2173.0,594.0,205.0
LU,552,CLWu,Colliers Wood,Station entry / exit,2017-01-01,MTF,IN,10755.0,1087.0,5166.0,2293.0,1428.0,594.0,187.0
LU,553,COVu,Covent Garden,Station entry / exit,2017-01-01,MTF,IN,22563.0,53.0,722.0,5714.0,6989.0,4701.0,4384.0
LU,554,CRXu,Croxley,Station entry / exit,2017-01-01,MTF,IN,2006.0,241.0,1012.0,403.0,294.0,42.0,14.0
LU,555,DGEu,Dagenham East,Station entry / exit,2017-01-01,MTF,IN,5082.0,1043.0,1940.0,1153.0,666.0,218.0,62.0
LU,556,DGHu,Dagenham Heathway,Station entry / exit,2017-01-01,MTF,IN,9800.0,2096.0,3372.0,2383.0,1337.0,452.0,160.0
LU,557,DEBu,Debden,Station entry / exit,2017-01-01,MTF,IN,4365.0,482.0,1602.0,1109.0,949.0,181.0,42.0
LU,558,DHLu,Dollis Hill,Station entry / exit,2017-01-01,MTF,IN,7035.0,587.0,2643.0,1904.0,1310.0,468.0,123.0
LU,561,ECMu,Ealing Common,Station entry / exit,2017-01-01,MTF,IN,5017.0,330.0,1954.0,1208.0,1066.0,349.0,110.0
LU,562,ECTu,Earl's Court,Station entry / exit,2017-01-01,MTF,IN,30323.0,795.0,8229.0,9010.0,7661.0,3156.0,1472.0
LU,563,EACu,East Acton,Station entry / exit,2017-01-01,MTF,IN,6603.0,425.0,2203.0,1825.0,1573.0,463.0,114.0
LU,565,EFYu,East Finchley,Station entry / exit,2017-01-01,MTF,IN,12133.0,669.0,5994.0,2885.0,1842.0,541.0,202.0
LU,566,EHMu,East Ham,Station entry / exit,2017-01-01,MTF,IN,23269.0,4486.0,8374.0,5709.0,3115.0,1295.0,290.0
LU,567,EPYu,East Putney,Station entry / exit,2017-01-01,MTF,IN,10103.0,495.0,4764.0,2095.0,1927.0,643.0,179.0
LU,564,ETEu,Eastcote,Station entry / exit,2017-01-01,MTF,IN,5129.0,530.0,2505.0,1212.0,643.0,181.0,58.0
LU,568,EDGu,Edgware,Station entry / exit,2017-01-01,MTF,IN,8705.0,838.0,3772.0,2207.0,1313.0,451.0,124.0
LU,774,ERBu,Edgware Road (Bak),Station entry / exit,2017-01-01,MTF,IN,7366.0,84.0,913.0,2109.0,3014.0,927.0,319.0
LU,569,ERDu,Edgware Road (DIS),Station entry / exit,2017-01-01,MTF,IN,11970.0,204.0,2158.0,3376.0,4229.0,1478.0,525.0
LU,570,ELEu,Elephant & Castle LU,Station entry / exit,2017-01-01,MTF,IN,37290.0,1250.0,10390.0,10219.0,10088.0,3763.0,1580.0
LU,571,EPKu,Elm Park,Station entry / exit,2017-01-01,MTF,IN,5724.0,1073.0,3099.0,922.0,457.0,134.0,39.0
LU,542,EMBu,Embankment,Station entry / exit,2017-01-01,MTF,IN,34869.0,445.0,4471.0,8106.0,11364.0,6023.0,4460.0
LU,572,EPPu,Epping,Station entry / exit,2017-01-01,MTF,IN,6224.0,1250.0,2852.0,1130.0,765.0,169.0,58.0
LU,574,EUSu,Euston LU,Station entry / exit,2017-01-01,MTF,IN,65497.0,1352.0,16013.0,19246.0,16730.0,9263.0,2893.0
LU,575,ESQu,Euston Square,Station entry / exit,2017-01-01,MTF,IN,24492.0,306.0,4713.0,5763.0,9163.0,3641.0,906.0
LU,576,FLPu,Fairlop,Station entry / exit,2017-01-01,MTF,IN,2081.0,354.0,1000.0,379.0,233.0,90.0,25.0
LU,577,FARu,Farringdon,Station entry / exit,2017-01-01,MTF,IN,36844.0,182.0,1489.0,7007.0,20362.0,5802.0,2002.0
LU,578,FYCu,Finchley Central,Station entry / exit,2017-01-01,MTF,IN,12024.0,687.0,5410.0,2772.0,2282.0,649.0,224.0
LU,579,FRDu,Finchley Road,Station entry / exit,2017-01-01,MTF,IN,15534.0,445.0,4858.0,4002.0,3956.0,1639.0,634.0
LU,580,FPKu,Finsbury Park,Station entry / exit,2017-01-01,MTF,IN,52152.0,2793.0,21696.0,12207.0,9159.0,4165.0,2132.0
LU,581,FBYu,Fulham Broadway,Station entry / exit,2017-01-01,MTF,IN,15310.0,282.0,3628.0,4586.0,4138.0,1593.0,1083.0
LU,582,GHLu,Gants Hill,Station entry / exit,2017-01-01,MTF,IN,11215.0,1587.0,5290.0,2455.0,1229.0,504.0,150.0
LU,583,GRDu,Gloucester Road,Station entry / exit,2017-01-01,MTF,IN,21724.0,403.0,4766.0,6700.0,6156.0,2546.0,1153.0
LU,584,GGRu,Golders Green,Station entry / exit,2017-01-01,MTF,IN,13364.0,589.0,4900.0,3968.0,2555.0,1022.0,330.0
LU,585,GHRu,Goldhawk Road,Station entry / exit,2017-01-01,MTF,IN,3519.0,139.0,1420.0,964.0,630.0,245.0,121.0
LU,586,GSTu,Goodge Street,Station entry / exit,2017-01-01,MTF,IN,12987.0,39.0,387.0,3229.0,5770.0,2677.0,885.0
LU,587,GRHu,Grange Hill,Station entry / exit,2017-01-01,MTF,IN,1213.0,178.0,714.0,189.0,100.0,26.0,6.0
LU,588,GPSu,Great Portland Street,Station entry / exit,2017-01-01,MTF,IN,14519.0,102.0,1320.0,3683.0,6772.0,2021.0,621.0
LU,590,GPKu,Green Park,Station entry / exit,2017-01-01,MTF,IN,58814.0,354.0,2270.0,14898.0,24712.0,10532.0,6048.0
LU,589,GFDu,Greenford,Station entry / exit,2017-01-01,MTF,IN,7635.0,1308.0,2977.0,1604.0,1268.0,384.0,94.0
LU,591,GUNu,Gunnersbury,Station entry / exit,2017-01-01,MTF,IN,10367.0,369.0,2085.0,1934.0,4822.0,977.0,180.0
LU,592,HAIu,Hainault,Station entry / exit,2017-01-01,MTF,IN,6373.0,1416.0,2948.0,1129.0,616.0,199.0,65.0
LU,593,HMDu,Hammersmith (DIS),Station entry / exit,2017-01-01,MTF,IN,47068.0,966.0,8562.0,11909.0,15951.0,5517.0,4163.0
LU,773,HMSu,Hammersmith (H&C),Station entry / exit,2017-01-01,MTF,IN,18267.0,455.0,5350.0,4954.0,5077.0,1655.0,776.0
LU,594,HMPu,Hampstead,Station entry / exit,2017-01-01,MTF,IN,7192.0,141.0,2020.0,2031.0,1982.0,644.0,374.0
LU,595,HLNu,Hanger Lane,Station entry / exit,2017-01-01,MTF,IN,6547.0,553.0,2273.0,1305.0,1905.0,407.0,104.0
LU,596,HARu,Harlesden,Station entry / exit,2017-01-01,MTF,IN,5321.0,346.0,1462.0,1339.0,1627.0,399.0,148.0
LU,597,HAWu,Harrow & Wealdstone,Station entry / exit,2017-01-01,MTF,IN,8496.0,1112.0,3483.0,1952.0,1443.0,421.0,85.0
LU,598,HOHu,Harrow-on-the-Hill,Station entry / exit,2017-01-01,MTF,IN,16908.0,1501.0,5913.0,4395.0,3678.0,1101.0,320.0
LU,779,HTXu,Hatton Cross,Station entry / exit,2017-01-01,MTF,IN,5026.0,547.0,1338.0,1339.0,1366.0,307.0,129.0
LU,780,HRCu,Heathrow Terminals 123 LU,Station entry / exit,2017-01-01,MTF,IN,11347.0,397.0,1842.0,4128.0,2278.0,1967.0,735.0
LU,781,HRFu,Heathrow Terminal 4 LU,Station entry / exit,2017-01-01,MTF,IN,3253.0,117.0,537.0,1074.0,761.0,601.0,163.0
LU,783,HRVu,Heathrow Terminal 5 LU,Station entry / exit,2017-01-01,MTF,IN,6659.0,333.0,953.0,2362.0,1335.0,1226.0,450.0
LU,601,HNDu,Hendon Central,Station entry / exit,2017-01-01,MTF,IN,13207.0,1029.0,4026.0,3756.0,3071.0,1027.0,298.0
LU,602,HBTu,High Barnet,Station entry / exit,2017-01-01,MTF,IN,7311.0,554.0,3404.0,1703.0,1254.0,297.0,99.0
LU,605,HSTu,High Street Kensington,Station entry / exit,2017-01-01,MTF,IN,20170.0,192.0,2237.0,6541.0,7560.0,2668.0,972.0
LU,603,HBYu,Highbury & Islington,Station entry / exit,2017-01-01,MTF,IN,31198.0,843.0,8409.0,7150.0,8684.0,3534.0,2578.0
LU,604,HIGu,Highgate,Station entry / exit,2017-01-01,MTF,IN,9839.0,430.0,5149.0,2200.0,1424.0,450.0,186.0
LU,606,HDNu,Hillingdon,Station entry / exit,2017-01-01,MTF,IN,3193.0,350.0,1445.0,748.0,491.0,132.0,27.0
LU,607,HOLu,Holborn,Station entry / exit,2017-01-01,MTF,IN,51101.0,212.0,1492.0,14511.0,19626.0,10184.0,5076.0
LU,608,HPKu,Holland Park,Station entry / exit,2017-01-01,MTF,IN,6091.0,132.0,1815.0,1607.0,1780.0,503.0,254.0
LU,609,HRDu,Holloway Road,Station entry / exit,2017-01-01,MTF,IN,10836.0,273.0,3159.0,3346.0,2582.0,1048.0,428.0
LU,610,HCHu,Hornchurch,Station entry / exit,2017-01-01,MTF,IN,3723.0,623.0,1851.0,660.0,424.0,115.0,50.0
LU,611,HNCu,Hounslow Central,Station entry / exit,2017-01-01,MTF,IN,6080.0,876.0,2201.0,1555.0,1097.0,286.0,65.0
LU,612,HNEu,Hounslow East,Station entry / exit,2017-01-01,MTF,IN,5988.0,891.0,2281.0,1510.0,906.0,314.0,86.0
LU,613,HNWu,Hounslow West,Station entry / exit,2017-01-01,MTF,IN,5414.0,816.0,2106.0,1447.0,692.0,267.0,86.0
LU,614,HPCu,Hyde Park Corner,Station entry / exit,2017-01-01,MTF,IN,7515.0,42.0,363.0,2258.0,2740.0,1391.0,721.0
LU,615,ICKu,Ickenham,Station entry / exit,2017-01-01,MTF,IN,1912.0,208.0,811.0,504.0,290.0,68.0,31.0
LU,616,KENu,Kennington,Station entry / exit,2017-01-01,MTF,IN,8942.0,377.0,3578.0,2066.0,1799.0,772.0,350.0
LU,617,KGNu,Kensal Green,Station entry / exit,2017-01-01,MTF,IN,4578.0,216.0,2146.0,1113.0,768.0,249.0,86.0
LU,619,KTNu,Kentish Town,Station entry / exit,2017-01-01,MTF,IN,13857.0,342.0,3833.0,3305.0,3775.0,1337.0,1265.0
LU,620,KETu,Kenton,Station entry / exit,2017-01-01,MTF,IN,3327.0,527.0,1059.0,812.0,651.0,221.0,57.0
LU,621,KEWu,Kew Gardens,Station entry / exit,2017-01-01,MTF,IN,6662.0,263.0,2219.0,1754.0,1567.0,719.0,140.0
LU,622,KILu,Kilburn,Station entry / exit,2017-01-01,MTF,IN,13475.0,849.0,5384.0,3415.0,2448.0,992.0,387.0
LU,623,KPKu,Kilburn Park,Station entry / exit,2017-01-01,MTF,IN,5153.0,214.0,1768.0,1583.0,1013.0,427.0,148.0
LU,625,KXXu,King's Cross St. Pancras,Station entry / exit,2017-01-01,MTF,IN,149150.0,2723.0,35854.0,43927.0,38823.0,19884.0,7939.0
LU,624,KBYu,Kingsbury,Station entry / exit,2017-01-01,MTF,IN,8439.0,1557.0,3082.0,2084.0,1176.0,431.0,109.0
LU,626,KNBu,Knightsbridge,Station entry / exit,2017-01-01,MTF,IN,25026.0,83.0,1048.0,7984.0,9693.0,4947.0,1271.0
LU,627,LGRu,Ladbroke Grove,Station entry / exit,2017-01-01,MTF,IN,9327.0,215.0,2358.0,2861.0,2704.0,832.0,357.0
LU,628,LAMu,Lambeth North,Station entry / exit,2017-01-01,MTF,IN,5443.0,97.0,1049.0,1785.0,1634.0,665.0,213.0
LU,629,LANu,Lancaster Gate,Station entry / exit,2017-01-01,MTF,IN,9568.0,201.0,3382.0,2766.0,2052.0,746.0,421.0
LU,630,LATu,Latimer Road,Station entry / exit,2017-01-01,MTF,IN,4190.0,104.0,913.0,1050.0,1495.0,511.0,117.0
LU,631,LSQu,Leicester Square,Station entry / exit,2017-01-01,MTF,IN,49948.0,272.0,1156.0,9750.0,13259.0,12377.0,13134.0
LU,632,LEYu,Leyton,Station entry / exit,2017-01-01,MTF,IN,20416.0,2883.0,8084.0,4900.0,2761.0,1350.0,438.0
LU,633,LYSu,Leytonstone,Station entry / exit,2017-01-01,MTF,IN,17433.0,1901.0,7303.0,4211.0,2670.0,1004.0,344.0
LU,634,LSTu,Liverpool Street LU,Station entry / exit,2017-01-01,MTF,IN,112437.0,2372.0,25742.0,29120.0,36276.0,13656.0,5271.0
LU,635,LONu,London Bridge LU,Station entry / exit,2017-01-01,MTF,IN,113606.0,2638.0,28307.0,29313.0,33524.0,13566.0,6258.0
LU,636,LTNu,Loughton,Station entry / exit,2017-01-01,MTF,IN,5830.0,647.0,2840.0,1277.0,785.0,210.0,71.0
LU,637,MDVu,Maida Vale,Station entry / exit,2017-01-01,MTF,IN,5434.0,153.0,2106.0,1482.0,1071.0,483.0,139.0
LU,638,MNRu,Manor House,Station entry / exit,2017-01-01,MTF,IN,13539.0,1031.0,5493.0,3603.0,2095.0,941.0,376.0
LU,639,MANu,Mansion House,Station entry / exit,2017-01-01,MTF,IN,11584.0,29.0,507.0,2585.0,5971.0,1950.0,542.0
LU,640,MARu,Marble Arch,Station entry / exit,2017-01-01,MTF,IN,22337.0,216.0,1935.0,5770.0,7550.0,4546.0,2320.0
LU,641,MYBu,Marylebone LU,Station entry / exit,2017-01-01,MTF,IN,20984.0,456.0,6903.0,5897.0,5091.0,1955.0,682.0
LU,642,MLEu,Mile End,Station entry / exit,2017-01-01,MTF,IN,24959.0,922.0,7289.0,7346.0,6097.0,2433.0,872.0
LU,643,MHEu,Mill Hill East,Station entry / exit,2017-01-01,MTF,IN,2397.0,143.0,1096.0,525.0,501.0,99.0,33.0
LU,646,MPKu,Moor Park,Station entry / exit,2017-01-01,MTF,IN,1717.0,122.0,716.0,376.0,447.0,45.0,11.0
LU,645,MGTu,Moorgate,Station entry / exit,2017-01-01,MTF,IN,46696.0,200.0,1957.0,8831.0,26029.0,7781.0,1898.0
LU,647,MORu,Morden,Station entry / exit,2017-01-01,MTF,IN,17036.0,2262.0,8004.0,3427.0,2328.0,770.0,245.0
LU,648,MCRu,Mornington Crescent,Station entry / exit,2017-01-01,MTF,IN,7868.0,70.0,761.0,1667.0,3532.0,1054.0,784.0
LU,649,NEAu,Neasden,Station entry / exit,2017-01-01,MTF,IN,6327.0,795.0,2380.0,1482.0,1226.0,346.0,98.0
LU,650,NEPu,Newbury Park,Station entry / exit,2017-01-01,MTF,IN,9329.0,1824.0,4278.0,1856.0,942.0,344.0,85.0
LU,653,NACu,North Acton,Station entry / exit,2017-01-01,MTF,IN,11190.0,477.0,2966.0,2586.0,3778.0,1098.0,285.0
LU,654,NELu,North Ealing,Station entry / exit,2017-01-01,MTF,IN,1402.0,54.0,496.0,521.0,245.0,68.0,18.0
LU,789,NOGu,North Greenwich,Station entry / exit,2017-01-01,MTF,IN,40613.0,3001.0,11945.0,8132.0,8248.0,3434.0,5853.0
LU,656,NHRu,North Harrow,Station entry / exit,2017-01-01,MTF,IN,3285.0,350.0,1776.0,618.0,370.0,110.0,61.0
LU,659,NWBu,North Wembley,Station entry / exit,2017-01-01,MTF,IN,2917.0,390.0,1135.0,707.0,472.0,167.0,46.0
LU,655,NFDu,Northfields,Station entry / exit,2017-01-01,MTF,IN,6422.0,540.0,2848.0,1402.0,1265.0,276.0,91.0
LU,657,NHTu,Northolt,Station entry / exit,2017-01-01,MTF,IN,8427.0,1477.0,3575.0,1937.0,980.0,363.0,95.0
LU,660,NWPu,Northwick Park,Station entry / exit,2017-01-01,MTF,IN,7679.0,734.0,2335.0,1957.0,1930.0,612.0,111.0
LU,661,NWDu,Northwood,Station entry / exit,2017-01-01,MTF,IN,5509.0,364.0,2556.0,1246.0,1058.0,226.0,59.0
LU,662,NWHu,Northwood Hills,Station entry / exit,2017-01-01,MTF,IN,3435.0,371.0,1584.0,854.0,448.0,129.0,49.0
LU,663,NHGu,Notting Hill Gate,Station entry / exit,2017-01-01,MTF,IN,23741.0,465.0,5653.0,6669.0,6934.0,2752.0,1268.0
LU,664,OAKu,Oakwood,Station entry / exit,2017-01-01,MTF,IN,4407.0,376.0,1776.0,1217.0,741.0,236.0,61.0
LU,665,OLDu,Old Street,Station entry / exit,2017-01-01,MTF,IN,42971.0,419.0,4961.0,10449.0,16523.0,6991.0,3628.0
LU,667,OSTu,Osterley,Station entry / exit,2017-01-01,MTF,IN,3452.0,351.0,1475.0,777.0,648.0,164.0,37.0
LU,668,OVLu,Oval,Station entry / exit,2017-01-01,MTF,IN,11909.0,532.0,3687.0,2944.0,3196.0,1119.0,431.0
LU,669,OXCu,Oxford Circus,Station entry / exit,2017-01-01,MTF,IN,121364.0,395.0,3047.0,32737.0,44485.0,29266.0,11434.0
LU,670,PADu,Paddington TfL,Station entry / exit,2017-01-01,MTF,IN,78992.0,1829.0,23929.0,23433.0,19964.0,7725.0,2112.0
LU,671,PRYu,Park Royal,Station entry / exit,2017-01-01,MTF,IN,3241.0,105.0,673.0,722.0,1239.0,360.0,142.0
LU,672,PGRu,Parsons Green,Station entry / exit,2017-01-01,MTF,IN,11793.0,380.0,4856.0,2662.0,2763.0,837.0,295.0
LU,673,PERu,Perivale,Station entry / exit,2017-01-01,MTF,IN,4207.0,485.0,1703.0,886.0,851.0,224.0,58.0
LU,674,PICu,Piccadilly Circus,Station entry / exit,2017-01-01,MTF,IN,59266.0,182.0,1219.0,13208.0,19916.0,13870.0,10871.0
LU,776,PIMu,Pimlico,Station entry / exit,2017-01-01,MTF,IN,18185.0,349.0,3946.0,5121.0,6362.0,1877.0,530.0
LU,675,PINu,Pinner,Station entry / exit,2017-01-01,MTF,IN,5896.0,438.0,3450.0,1013.0,666.0,182.0,147.0
LU,676,PLWu,Plaistow,Station entry / exit,2017-01-01,MTF,IN,9930.0,1448.0,3706.0,2493.0,1537.0,569.0,177.0
LU,677,PRDu,Preston Road,Station entry / exit,2017-01-01,MTF,IN,6315.0,794.0,3098.0,1437.0,651.0,243.0,92.0
LU,678,PUTu,Putney Bridge,Station entry / exit,2017-01-01,MTF,IN,8283.0,297.0,2601.0,2097.0,2399.0,623.0,266.0
LU,680,QPKu,Queen's Park,Station entry / exit,2017-01-01,MTF,IN,9409.0,432.0,3973.0,2412.0,1724.0,648.0,220.0
LU,679,QBYu,Queensbury,Station entry / exit,2017-01-01,MTF,IN,7534.0,2141.0,3091.0,1193.0,711.0,322.0,76.0
LU,681,QWYu,Queensway,Station entry / exit,2017-01-01,MTF,IN,11823.0,212.0,2883.0,3907.0,2668.0,1346.0,807.0
LU,682,RCPu,Ravenscourt Park,Station entry / exit,2017-01-01,MTF,IN,5336.0,127.0,1420.0,1346.0,1854.0,436.0,153.0
LU,683,RAYu,Rayners Lane,Station entry / exit,2017-01-01,MTF,IN,6991.0,817.0,3345.0,1585.0,863.0,291.0,90.0
LU,684,REDu,Redbridge,Station entry / exit,2017-01-01,MTF,IN,4737.0,652.0,2171.0,1060.0,596.0,194.0,64.0
LU,685,RPKu,Regent's Park,Station entry / exit,2017-01-01,MTF,IN,5675.0,19.0,401.0,1730.0,2640.0,718.0,167.0
LU,687,RKYu,Rickmansworth,Station entry / exit,2017-01-01,MTF,IN,4966.0,402.0,2002.0,1418.0,926.0,160.0,58.0
LU,688,RODu,Roding Valley,Station entry / exit,2017-01-01,MTF,IN,618.0,80.0,368.0,110.0,35.0,12.0,13.0
LU,690,ROYu,Royal Oak,Station entry / exit,2017-01-01,MTF,IN,4309.0,143.0,1390.0,1121.0,1077.0,415.0,163.0
LU,691,RUIu,Ruislip,Station entry / exit,2017-01-01,MTF,IN,3187.0,256.0,1371.0,938.0,439.0,129.0,54.0
LU,692,RUGu,Ruislip Gardens,Station entry / exit,2017-01-01,MTF,IN,2138.0,269.0,1147.0,402.0,227.0,68.0,25.0
LU,693,RUMu,Ruislip Manor,Station entry / exit,2017-01-01,MTF,IN,3509.0,330.0,1586.0,953.0,458.0,131.0,51.0
LU,694,RSQu,Russell Square,Station entry / exit,2017-01-01,MTF,IN,18960.0,133.0,1801.0,5701.0,6771.0,3481.0,1073.0
LU,698,SVSu,Seven Sisters,Station entry / exit,2017-01-01,MTF,IN,28355.0,3798.0,10791.0,6837.0,4293.0,1900.0,736.0
LU,700,SBCu,Shepherd's Bush LU,Station entry / exit,2017-01-01,MTF,IN,35840.0,987.0,10205.0,8319.0,9078.0,4568.0,2683.0
LU,775,SBMu,Shepherd's Bush Market,Station entry / exit,2017-01-01,MTF,IN,5846.0,231.0,2012.0,1571.0,1113.0,573.0,346.0
