node,nlc,naptan,node_type,station,farezones,wifi,bluebadgecarparking,taxiranksoutsidestation,areaname,areaid,level,latitude,longitude,station_entrance_exit,line,line_direction,platform_type,platform_direction
8473,535,940GZZLUCTN,Platform,Camden Town,2,TRUE,FALSE,FALSE,A-KEN,4,0,51.5393,-0.14249,,Northern,NB,LU 1 Line,NB
8475,535,940GZZLUCTN,Platform,Camden Town,2,TRUE,FALSE,FALSE,A-KEN,4,0,51.5393,-0.14249,,Northern,SB,LU 1 Line,SB
8474,535,940GZZLUCTN,Platform,Camden Town,2,TRUE,FALSE,FALSE,A-KEN,4,0,51.5393,-0.14249,,Northern,SB,LU 1 Line,SB
8472,535,940GZZLUCTN,Platform,Camden Town,2,TRUE,FALSE,FALSE,A-KEN,4,0,51.5393,-0.14249,,Northern,NB,LU 1 Line,NB
4129,535,940GZZLUCTN,Exit,Camden Town,2,TRUE,FALSE,FALSE,A-KEN,4,0,51.5393,-0.14249,,,,,
111,535,940GZZLUCTN,Entrance,Camden Town,2,TRUE,FALSE,FALSE,A-KEN,4,0,51.5393,-0.14249,,,,,
4353,788,940GZZLUCWR,Exit,Canada Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
8882,788,940GZZLUCWR,Platform,Canada Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,London Overground,NB,LO Only,NB
8883,788,940GZZLUCWR,Platform,Canada Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,London Overground,SB,LO Only,SB
8871,788,940GZZLUCWR,Platform,Canada Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Jubilee,EB,LU 1 Line,EB
8870,788,940GZZLUCWR,Platform,Canada Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Jubilee,WB,LU 1 Line,WB
788,788,940GZZLUCWR,Entrance,Canada Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
8894,852,940GZZLUCYF,Entrance,Canary Wharf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Eastern Ticket Hall,,,,
8893,852,940GZZLUCYF,Entrance,Canary Wharf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Western Ticket Hall,,,,
8897,852,940GZZLUCYF,Exit,Canary Wharf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
8873,852,940GZZLUCYF,Platform,Canary Wharf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Jubilee,EB,LU 1 Line,EB
8872,852,940GZZLUCYF,Platform,Canary Wharf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Jubilee,WB,LU 1 Line,WB
4407,884,940GZZLUCGT,Platform,Canning Town,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,DLR,Unknown,DLR Only,Unknown
4355,884,940GZZLUCGT,Exit,Canning Town,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
4577,884,940GZZLUCGT,Platform,Canning Town,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,DLR,Unknown,DLR Only,Unknown
8877,884,940GZZLUCGT,Platform,Canning Town,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Jubilee,EB,LU 1 Line,EB
8876,884,940GZZLUCGT,Platform,Canning Town,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Jubilee,WB,LU 1 Line,WB
884,884,940GZZLUCGT,Entrance,Canning Town,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
7843,536,940GZZLUCST,Platform,Cannon Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Circle,IR,LU Mult Lines,EB
7844,536,940GZZLUCST,Platform,Cannon Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Circle,OR,LU Mult Lines,WB
7845,536,940GZZLUCST,Platform,Cannon Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,District,EB,LU Mult Lines,EB
7846,536,940GZZLUCST,Platform,Cannon Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,District,WB,LU Mult Lines,WB
4130,536,940GZZLUCST,Exit,Cannon Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
159,536,940GZZLUCST,Entrance,Cannon Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
4131,537,940GZZLUCPK,Exit,Canons Park,5,TRUE,FALSE,FALSE,A-W-R,2,0,51.60756,-0.29444,,,,,
7642,537,940GZZLUCPK,Platform,Canons Park,5,TRUE,FALSE,FALSE,A-W-R,2,0,51.60756,-0.29444,,Jubilee,WB,LU 1 Line,NB
7643,537,940GZZLUCPK,Platform,Canons Park,5,TRUE,FALSE,FALSE,A-W-R,2,0,51.60756,-0.29444,,Jubilee,EB,LU 1 Line,SB
68,537,940GZZLUCPK,Entrance,Canons Park,5,TRUE,FALSE,FALSE,A-W-R,2,0,51.60756,-0.29444,,,,,
8354,539,940GZZLUCAL,Platform,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Metropolitan,NB,LU & NR,NB
8352,539,940GZZLUCAL,Platform,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Metropolitan,NB,LU 1 Line,NB
8355,539,940GZZLUCAL,Platform,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Metropolitan,SB,LU & NR,SB
8351,539,940GZZLUCAL,Exit,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
8350,539,940GZZLUCAL,Entrance,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NB Platform Entrance,,,,
4408,539,940GZZLUCAL,Platform,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NR,NB,LU & NR,NB
4409,539,940GZZLUCAL,Platform,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NR,SB,LU & NR,SB
8349,539,940GZZLUCAL,Entrance,Chalfont & Latimer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,SB Platform Entrance,,,,
4133,540,940GZZLUCFM,Exit,Chalk Farm,2,TRUE,FALSE,FALSE,A-HAV,2,0,51.54395,-0.15351,,,,,
7715,540,940GZZLUCFM,Platform,Chalk Farm,2,TRUE,FALSE,FALSE,A-HAV,2,0,51.54395,-0.15351,,Northern,NB,LU 1 Line,NB
7716,540,940GZZLUCFM,Platform,Chalk Farm,2,TRUE,FALSE,FALSE,A-HAV,2,0,51.54395,-0.15351,,Northern,SB,LU 1 Line,SB
99,540,940GZZLUCFM,Entrance,Chalk Farm,2,TRUE,FALSE,FALSE,A-HAV,2,0,51.54395,-0.15351,,,,,
8058,541,940GZZLUCHL,Platform,Chancery Lane,1,TRUE,FALSE,FALSE,A-H/G,6,0,51.51818,-0.11111,,Central,EB,LU 1 Line,EB
4134,541,940GZZLUCHL,Exit,Chancery Lane,1,TRUE,FALSE,FALSE,A-H/G,6,0,51.51818,-0.11111,,,,,
252,541,940GZZLUCHL,Entrance,Chancery Lane,1,TRUE,FALSE,FALSE,A-H/G,6,0,51.51818,-0.11111,,,,,
8059,541,940GZZLUCHL,Platform,Chancery Lane,1,TRUE,FALSE,FALSE,A-H/G,6,0,51.51818,-0.11111,,Central,WB,LU 1 Line,WB
8507,718,940GZZLUCHX,Platform,Charing Cross,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Bakerloo,NB,LU 1 Line,NB
8508,718,940GZZLUCHX,Platform,Charing Cross,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Bakerloo,SB,LU 1 Line,SB
8504,718,940GZZLUCHX,Exit,Charing Cross,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
8505,718,940GZZLUCHX,Platform,Charing Cross,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Northern,NB,LU 1 Line,NB
8506,718,940GZZLUCHX,Platform,Charing Cross,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Northern,SB,LU 1 Line,SB
8502,718,940GZZLUCHX,Entrance,Charing Cross,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Strand Ticket Hall,,,,
8503,718,940GZZLUCHX,Entrance,Charing Cross,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Trafalgar Square Ticket Hall,,,,
8593,543,940GZZLUCSM,Platform,Chesham,9,TRUE,TRUE,FALSE,A-STA,1,0,51.7055,-0.61105,,Metropolitan,NB,LU 1 Line,NB
7583,543,940GZZLUCSM,Platform,Chesham,9,TRUE,TRUE,FALSE,A-STA,1,0,51.7055,-0.61105,,Metropolitan,SB,LU 1 Line,SB
4136,543,940GZZLUCSM,Exit,Chesham,9,TRUE,TRUE,FALSE,A-STA,1,0,51.7055,-0.61105,,,,,
37,543,940GZZLUCSM,Entrance,Chesham,9,TRUE,TRUE,FALSE,A-STA,1,0,51.7055,-0.61105,,,,,
4137,544,940GZZLUCWL,Exit,Chigwell,4,TRUE,FALSE,FALSE,A-HIG,4,0,51.61784,0.0743,,,,,
8025,544,940GZZLUCWL,Platform,Chigwell,4,TRUE,FALSE,FALSE,A-HIG,4,0,51.61784,0.0743,,Central,EB,LU 1 Line,EB
237,544,940GZZLUCWL,Entrance,Chigwell,4,TRUE,FALSE,FALSE,A-HIG,4,0,51.61784,0.0743,,,,,
8024,544,940GZZLUCWL,Platform,Chigwell,4,TRUE,FALSE,FALSE,A-HIG,4,0,51.61784,0.0743,,Central,WB,LU 1 Line,WB
7922,545,940GZZLUCWP,Platform,Chiswick Park,3,TRUE,FALSE,FALSE,A-BOL,7,0,51.49434,-0.26804,,District,EB,LU 1 Line,EB
4138,545,940GZZLUCWP,Exit,Chiswick Park,3,TRUE,FALSE,FALSE,A-BOL,7,0,51.49434,-0.26804,,,,,
189,545,940GZZLUCWP,Entrance,Chiswick Park,3,TRUE,FALSE,FALSE,A-BOL,7,0,51.49434,-0.26804,,,,,
7923,545,940GZZLUCWP,Platform,Chiswick Park,3,TRUE,FALSE,FALSE,A-BOL,7,0,51.49434,-0.26804,,District,WB,LU 1 Line,WB
7578,546,940GZZLUCYD,Exit,Chorleywood,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
7576,546,940GZZLUCYD,Entrance,Chorleywood,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Main Entrance,,,,
7579,546,940GZZLUCYD,Platform,Chorleywood,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Metropolitan,NB,LU & NR,NB
7577,546,940GZZLUCYD,Entrance,Chorleywood,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NB Platform Entrance,,,,
4410,546,940GZZLUCYD,Platform,Chorleywood,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NR,NB,LU & NR,NB
7580,546,940GZZLUCYD,Platform,Chorleywood,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Metropolitan,SB,LU & NR,SB
4411,546,940GZZLUCYD,Platform,Chorleywood,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NR,SB,LU & NR,SB
4140,547,940GZZLUCPC,Exit,Clapham Common,2,TRUE,FALSE,FALSE,A-CLA,2,0,51.46181,-0.13847,,,,,
7769,547,940GZZLUCPC,Platform,Clapham Common,2,TRUE,FALSE,FALSE,A-CLA,2,0,51.46181,-0.13847,,Northern,NB,LU 1 Line,NB
7770,547,940GZZLUCPC,Platform,Clapham Common,2,TRUE,FALSE,FALSE,A-CLA,2,0,51.46181,-0.13847,,Northern,SB,LU 1 Line,SB
130,547,940GZZLUCPC,Entrance,Clapham Common,2,TRUE,FALSE,FALSE,A-CLA,2,0,51.46181,-0.13847,,,,,
4141,548,940GZZLUCPN,Exit,Clapham North,2,TRUE,FALSE,FALSE,A-BED,2,0,51.46518,-0.12955,,,,,
7767,548,940GZZLUCPN,Platform,Clapham North,2,TRUE,FALSE,FALSE,A-BED,2,0,51.46518,-0.12955,,Northern,NB,LU 1 Line,NB
7768,548,940GZZLUCPN,Platform,Clapham North,2,TRUE,FALSE,FALSE,A-BED,2,0,51.46518,-0.12955,,Northern,SB,LU 1 Line,SB
129,548,940GZZLUCPN,Entrance,Clapham North,2,TRUE,FALSE,FALSE,A-BED,2,0,51.46518,-0.12955,,,,,
4142,549,940GZZLUCPS,Exit,Clapham South,2|3,TRUE,FALSE,FALSE,A-BAL,4,0,51.4529,-0.14767,,,,,
7771,549,940GZZLUCPS,Platform,Clapham South,2|3,TRUE,FALSE,FALSE,A-BAL,4,0,51.4529,-0.14767,,Northern,NB,LU 1 Line,NB
7772,549,940GZZLUCPS,Platform,Clapham South,2|3,TRUE,FALSE,FALSE,A-BAL,4,0,51.4529,-0.14767,,Northern,SB,LU 1 Line,SB
131,549,940GZZLUCPS,Entrance,Clapham South,2|3,TRUE,FALSE,FALSE,A-BAL,4,0,51.4529,-0.14767,,,,,
8601,550,940GZZLUCKS,Platform,Cockfosters,5,TRUE,FALSE,FALSE,A-C-E,6,0,51.65155,-0.14981,,Piccadilly,EB,LU 1 Line,EB
7924,550,940GZZLUCKS,Platform,Cockfosters,5,TRUE,FALSE,FALSE,A-C-E,6,0,51.65155,-0.14981,,Piccadilly,WB,LU 1 Line,WB
4143,550,940GZZLUCKS,Exit,Cockfosters,5,TRUE,FALSE,FALSE,A-C-E,6,0,51.65155,-0.14981,,,,,
192,550,940GZZLUCKS,Entrance,Cockfosters,5,TRUE,FALSE,FALSE,A-C-E,6,0,51.65155,-0.14981,,,,,
4144,551,940GZZLUCND,Exit,Colindale,4,TRUE,FALSE,FALSE,A-COL,2,0,51.59533,-0.24992,,,,,
7701,551,940GZZLUCND,Platform,Colindale,4,TRUE,FALSE,FALSE,A-COL,2,0,51.59533,-0.24992,,Northern,NB,LU 1 Line,NB
7702,551,940GZZLUCND,Platform,Colindale,4,TRUE,FALSE,FALSE,A-COL,2,0,51.59533,-0.24992,,Northern,SB,LU 1 Line,SB
93,551,940GZZLUCND,Entrance,Colindale,4,TRUE,FALSE,FALSE,A-COL,2,0,51.59533,-0.24992,,,,,
4145,552,940GZZLUCSD,Exit,Colliers Wood,3,TRUE,FALSE,FALSE,A-COL,3,0,51.41805,-0.17819,,,,,
7781,552,940GZZLUCSD,Platform,Colliers Wood,3,TRUE,FALSE,FALSE,A-COL,3,0,51.41805,-0.17819,,Northern,NB,LU 1 Line,NB
7782,552,940GZZLUCSD,Platform,Colliers Wood,3,TRUE,FALSE,FALSE,A-COL,3,0,51.41805,-0.17819,,Northern,SB,LU 1 Line,SB
135,552,940GZZLUCSD,Entrance,Colliers Wood,3,TRUE,FALSE,FALSE,A-COL,3,0,51.41805,-0.17819,,,,,
7948,553,940GZZLUCGN,Platform,Covent Garden,1,TRUE,FALSE,FALSE,A-LON,3,0,51.51307,-0.12423,,Piccadilly,EB,LU 1 Line,EB
4146,553,940GZZLUCGN,Exit,Covent Garden,1,TRUE,FALSE,FALSE,A-LON,3,0,51.51307,-0.12423,,,,,
206,553,940GZZLUCGN,Entrance,Covent Garden,1,TRUE,FALSE,FALSE,A-LON,3,0,51.51307,-0.12423,,,,,
7949,553,940GZZLUCGN,Platform,Covent Garden,1,TRUE,FALSE,FALSE,A-LON,3,0,51.51307,-0.12423,,Piccadilly,WB,LU 1 Line,WB
4147,554,940GZZLUCXY,Exit,Croxley,7,TRUE,FALSE,FALSE,A-WAT,1,0,51.64696,-0.44127,,,,,
7569,554,940GZZLUCXY,Platform,Croxley,7,TRUE,FALSE,FALSE,A-WAT,1,0,51.64696,-0.44127,,Metropolitan,NB,LU 1 Line,NB
7570,554,940GZZLUCXY,Platform,Croxley,7,TRUE,FALSE,FALSE,A-WAT,1,0,51.64696,-0.44127,,Metropolitan,SB,LU 1 Line,SB
32,554,940GZZLUCXY,Entrance,Croxley,7,TRUE,FALSE,FALSE,A-WAT,1,0,51.64696,-0.44127,,,,,
7798,555,940GZZLUDGE,Platform,Dagenham East,5,TRUE,FALSE,FALSE,A-RAI,4,0,51.54423,0.16601,,District,EB,LU 1 Line,EB
4148,555,940GZZLUDGE,Exit,Dagenham East,5,TRUE,FALSE,FALSE,A-RAI,4,0,51.54423,0.16601,,,,,
142,555,940GZZLUDGE,Entrance,Dagenham East,5,TRUE,FALSE,FALSE,A-RAI,4,0,51.54423,0.16601,,,,,
7799,555,940GZZLUDGE,Platform,Dagenham East,5,TRUE,FALSE,FALSE,A-RAI,4,0,51.54423,0.16601,,District,WB,LU 1 Line,WB
7800,556,940GZZLUDGY,Platform,Dagenham Heathway,5,TRUE,FALSE,FALSE,A-HEA,2,0,51.54176,0.14778,,District,EB,LU 1 Line,EB
4149,556,940GZZLUDGY,Exit,Dagenham Heathway,5,TRUE,FALSE,FALSE,A-HEA,2,0,51.54176,0.14778,,,,,
143,556,940GZZLUDGY,Entrance,Dagenham Heathway,5,TRUE,FALSE,FALSE,A-HEA,2,0,51.54176,0.14778,,,,,
7801,556,940GZZLUDGY,Platform,Dagenham Heathway,5,TRUE,FALSE,FALSE,A-HEA,2,0,51.54176,0.14778,,District,WB,LU 1 Line,WB
8002,557,940GZZLUDBN,Platform,Debden,6,TRUE,TRUE,TRUE,A-CHI,2,0,51.64554,0.08385,,Central,EB,LU 1 Line,EB
8001,557,940GZZLUDBN,Exit,Debden,6,TRUE,TRUE,TRUE,A-CHI,2,0,51.64554,0.08385,,,,,
7999,557,940GZZLUDBN,Entrance,Debden,6,TRUE,TRUE,TRUE,A-CHI,2,0,51.64554,0.08385,,,,,
8003,557,940GZZLUDBN,Platform,Debden,6,TRUE,TRUE,TRUE,A-CHI,2,0,51.64554,0.08385,,Central,WB,LU 1 Line,WB
4151,558,940GZZLUDOH,Exit,Dollis Hill,3,FALSE,FALSE,FALSE,A-CHA,3,0,51.55151,-0.23917,,,,,
7634,558,940GZZLUDOH,Platform,Dollis Hill,3,FALSE,FALSE,FALSE,A-CHA,3,0,51.55151,-0.23917,,Jubilee,WB,LU 1 Line,NB
7635,558,940GZZLUDOH,Platform,Dollis Hill,3,FALSE,FALSE,FALSE,A-CHA,3,0,51.55151,-0.23917,,Jubilee,EB,LU 1 Line,SB
64,558,940GZZLUDOH,Entrance,Dollis Hill,3,FALSE,FALSE,FALSE,A-CHA,3,0,51.55151,-0.23917,,,,,
8076,560,940GZZLUEBY,Platform,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Central,WB,LU 1 Line,WB
8572,560,940GZZLUEBY,Platform,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Central,EB,LU 1 Line,EB
4413,560,940GZZLUEBY,Platform,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NR,Unknown,NR Only,Unknown
8077,560,940GZZLUEBY,Platform,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,District,WB,LU 1 Line,WB
8573,560,940GZZLUEBY,Platform,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,District,EB,LU 1 Line,EB
4152,560,940GZZLUEBY,Exit,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
266,560,940GZZLUEBY,Entrance,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
4412,560,940GZZLUEBY,Platform,Ealing Broadway,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NR,Unknown,NR Only,Unknown
8329,561,940GZZLUECM,Platform,Ealing Common,3,TRUE,FALSE,FALSE,A-UXB,4,0,51.51032,-0.28817,,District,EB,LU Mult Lines,EB
8330,561,940GZZLUECM,Platform,Ealing Common,3,TRUE,FALSE,FALSE,A-UXB,4,0,51.51032,-0.28817,,District,WB,LU Mult Lines,WB
4153,561,940GZZLUECM,Exit,Ealing Common,3,TRUE,FALSE,FALSE,A-UXB,4,0,51.51032,-0.28817,,,,,
8327,561,940GZZLUECM,Platform,Ealing Common,3,TRUE,FALSE,FALSE,A-UXB,4,0,51.51032,-0.28817,,Piccadilly,EB,LU Mult Lines,EB
8328,561,940GZZLUECM,Platform,Ealing Common,3,TRUE,FALSE,FALSE,A-UXB,4,0,51.51032,-0.28817,,Piccadilly,WB,LU Mult Lines,WB
191,561,940GZZLUECM,Entrance,Ealing Common,3,TRUE,FALSE,FALSE,A-UXB,4,0,51.51032,-0.28817,,,,,
8291,562,940GZZLUECT,Entrance,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,Earls Court Road Ticket Hall,,,,
8293,562,940GZZLUECT,Exit,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,,,,
8292,562,940GZZLUECT,Entrance,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,Warwick Road Ticket Hall,,,,
8297,562,940GZZLUECT,Platform,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,District,WB,LU 1 Line,WB
8300,562,940GZZLUECT,Platform,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,District,EB,LU 1 Line,EB
8298,562,940GZZLUECT,Platform,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,District,WB,LU 1 Line,WB
8299,562,940GZZLUECT,Platform,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,District,EB,LU 1 Line,EB
8296,562,940GZZLUECT,Platform,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,District,WB,LU 1 Line,WB
8294,562,940GZZLUECT,Platform,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,Piccadilly,EB,LU 1 Line,EB
8295,562,940GZZLUECT,Platform,Earl's Court,1|2,TRUE,FALSE,FALSE,A-EAR,2,0,51.4922,-0.19319,,Piccadilly,WB,LU 1 Line,WB
8072,563,940GZZLUEAN,Platform,East Acton,2,TRUE,FALSE,FALSE,A-ERC,2,0,51.51659,-0.24749,,Central,EB,LU 1 Line,EB
4154,563,940GZZLUEAN,Exit,East Acton,2,TRUE,FALSE,FALSE,A-ERC,2,0,51.51659,-0.24749,,,,,
263,563,940GZZLUEAN,Entrance,East Acton,2,TRUE,FALSE,FALSE,A-ERC,2,0,51.51659,-0.24749,,,,,
8073,563,940GZZLUEAN,Platform,East Acton,2,TRUE,FALSE,FALSE,A-ERC,2,0,51.51659,-0.24749,,Central,WB,LU 1 Line,WB
7733,565,940GZZLUEFY,Exit,East Finchley ,3,TRUE,FALSE,FALSE,A-GRE,2,0,51.58704,-0.16428,,,,,
7731,565,940GZZLUEFY,Entrance,East Finchley ,3,TRUE,FALSE,FALSE,A-GRE,2,0,51.58704,-0.16428,Main Ticket Hall,,,,
7734,565,940GZZLUEFY,Platform,East Finchley ,3,TRUE,FALSE,FALSE,A-GRE,2,0,51.58704,-0.16428,,Northern,NB,LU 1 Line,NB
7735,565,940GZZLUEFY,Platform,East Finchley ,3,TRUE,FALSE,FALSE,A-GRE,2,0,51.58704,-0.16428,,Northern,SB,LU 1 Line,SB
7811,566,940GZZLUEHM,Platform,East Ham,3|4,TRUE,FALSE,FALSE,A-HSN,4,0,51.53929,0.05127,,District,EB,LU Mult Lines,EB
7812,566,940GZZLUEHM,Platform,East Ham,3|4,TRUE,FALSE,FALSE,A-HSN,4,0,51.53929,0.05127,,District,WB,LU Mult Lines,WB
4157,566,940GZZLUEHM,Exit,East Ham,3|4,TRUE,FALSE,FALSE,A-HSN,4,0,51.53929,0.05127,,,,,
7813,566,940GZZLUEHM,Platform,East Ham,3|4,TRUE,FALSE,FALSE,A-HSN,4,0,51.53929,0.05127,,Hammersmith & City,EB,LU Mult Lines,EB
7814,566,940GZZLUEHM,Platform,East Ham,3|4,TRUE,FALSE,FALSE,A-HSN,4,0,51.53929,0.05127,,Hammersmith & City,WB,LU Mult Lines,WB
147,566,940GZZLUEHM,Entrance,East Ham,3|4,TRUE,FALSE,FALSE,A-HSN,4,0,51.53929,0.05127,,,,,
7889,567,940GZZLUEPY,Platform,East Putney,2|3,TRUE,FALSE,FALSE,A-UPP,2,0,51.45916,-0.21074,,District,EB,LU 1 Line,EB
4158,567,940GZZLUEPY,Exit,East Putney,2|3,TRUE,FALSE,FALSE,A-UPP,2,0,51.45916,-0.21074,,,,,
176,567,940GZZLUEPY,Entrance,East Putney,2|3,TRUE,FALSE,FALSE,A-UPP,2,0,51.45916,-0.21074,,,,,
7890,567,940GZZLUEPY,Platform,East Putney,2|3,TRUE,FALSE,FALSE,A-UPP,2,0,51.45916,-0.21074,,District,WB,LU 1 Line,WB
4155,564,940GZZLUEAE,Exit,Eastcote,5,FALSE,FALSE,FALSE,A-FIE,2,0,51.57645,-0.39725,,,,,
7536,564,940GZZLUEAE,Platform,Eastcote,5,FALSE,FALSE,FALSE,A-FIE,2,0,51.57645,-0.39725,,Metropolitan,NB,LU Mult Lines,WB
7537,564,940GZZLUEAE,Platform,Eastcote,5,FALSE,FALSE,FALSE,A-FIE,2,0,51.57645,-0.39725,,Metropolitan,SB,LU Mult Lines,EB
7538,564,940GZZLUEAE,Platform,Eastcote,5,FALSE,FALSE,FALSE,A-FIE,2,0,51.57645,-0.39725,,Piccadilly,EB,LU Mult Lines,EB
7539,564,940GZZLUEAE,Platform,Eastcote,5,FALSE,FALSE,FALSE,A-FIE,2,0,51.57645,-0.39725,,Piccadilly,WB,LU Mult Lines,WB
21,564,940GZZLUEAE,Entrance,Eastcote,5,FALSE,FALSE,FALSE,A-FIE,2,0,51.57645,-0.39725,,,,,
8596,568,940GZZLUEGW,Platform,Edgware,5,TRUE,FALSE,TRUE,A-STA,4,0,51.61366,-0.27582,,Northern,NB,LU 1 Line,NB
7698,568,940GZZLUEGW,Platform,Edgware,5,TRUE,FALSE,TRUE,A-STA,4,0,51.61366,-0.27582,,Northern,SB,LU 1 Line,SB
4159,568,940GZZLUEGW,Exit,Edgware,5,TRUE,FALSE,TRUE,A-STA,4,0,51.61366,-0.27582,,,,,
