unique_id,station_unique_id,line,mode,platform_number,platform_naptan_code,cardinal_direction,friendly_name,is_customer_facing,has_service_interchange,has_step_free_route_information,direction_towards,designated_level_access_point,level_access_by_manual_ramp,additional_accessibility_information
910GTAPLOW-Plat02-EB-elizabeth,910GTAPLOW,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Paddington Station,FALSE,TRUE,
910GTAPLOW-Plat03-WB-elizabeth,910GTAPLOW,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Reading,FALSE,TRUE,
910GTAPLOW-Plat04-EB-elizabeth,910GTAPLOW,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Paddington Station,FALSE,TRUE,
910GTHBLDSG-Plat01-london-overground,910GTHBLDSG,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GTHBLDSG-Plat02-london-overground,910GTHBLDSG,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GTOOTING-Plat01-NB-thameslink,910GTOOTING,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GTOOTING-Plat02-SB-thameslink,910GTOOTING,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GTULSEH-Plat01-NB-thameslink,910GTULSEH,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GTULSEH-Plat02-SB-thameslink,910GTULSEH,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GTURKYST-Plat01-london-overground,910GTURKYST,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GTURKYST-Plat02-london-overground,910GTURKYST,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GTWYFORD-Plat01-WB-elizabeth,910GTWYFORD,elizabeth,elizabeth-line,1,,Westbound,Westbound ,TRUE,FALSE,TRUE,Reading,FALSE,TRUE,
910GTWYFORD-Plat02-EB-elizabeth,910GTWYFORD,elizabeth,elizabeth-line,2,,Eastbound,Eastbound,TRUE,FALSE,TRUE,Paddington Station,FALSE,TRUE,
910GTWYFORD-Plat03-WB-elizabeth,910GTWYFORD,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Reading,FALSE,TRUE,
910GTWYFORD-Plat04-EB-elizabeth,910GTWYFORD,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Paddington Station,FALSE,TRUE,
910GUPRHLWY-Plat01-WB-london-overground,910GUPRHLWY,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Gospel Oak,FALSE,TRUE,
910GUPRHLWY-Plat02-EB-london-overground,910GUPRHLWY,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Barking,FALSE,TRUE,
910GWAPPING-Plat01-london-overground,910GWAPPING,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWAPPING-Plat02-london-overground,910GWAPPING,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWATFDHS-Plat01-london-overground,910GWATFDHS,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWATFDHS-Plat02-london-overground,910GWATFDHS,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWCOMBEP-Plat01-WB-thameslink,910GWCOMBEP,thameslink,nationalRail,1,,Westbound,Westbound Platform 1,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWCOMBEP-Plat02-EB-thameslink,910GWCOMBEP,thameslink,nationalRail,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWDGRNPK-Plat01-london-overground,910GWDGRNPK,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWDGRNPK-Plat02-london-overground,910GWDGRNPK,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWDRYTON-Plat01-WB-elizabeth,910GWDRYTON,elizabeth,elizabeth-line,1,,Westbound,Westbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,
910GWDRYTON-Plat02-EB-elizabeth,910GWDRYTON,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,FALSE,,FALSE,TRUE,
910GWDRYTON-Plat03-WB-elizabeth,910GWDRYTON,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,,FALSE,TRUE,
910GWDRYTON-Plat04-EB-elizabeth,910GWDRYTON,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,,FALSE,TRUE,
910GWDRYTON-Plat05-EB-elizabeth,910GWDRYTON,elizabeth,elizabeth-line,5,,Eastbound,Eastbound Platform 5,TRUE,FALSE,TRUE,,FALSE,TRUE,
910GWDST-Plat01-london-overground,910GWDST,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWDST-Plat02-london-overground,910GWDST,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWEALING-Plat03-WB-elizabeth,910GWEALING,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,,FALSE,TRUE,
910GWEALING-Plat04-EB-elizabeth,910GWEALING,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,,FALSE,TRUE,
910GWHHRTLA-Plat01-SB-london-overground,910GWHHRTLA,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GWHHRTLA-Plat02-NB-london-overground,910GWHHRTLA,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Silver Street,FALSE,TRUE,
910GWHMDSTD-Plat01-EB-london-overground,910GWHMDSTD,london-overground,overground,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Highbury & Islington,FALSE,TRUE,
910GWHMDSTD-Plat02-WB-london-overground,910GWHMDSTD,london-overground,overground,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,Willesden Junction,FALSE,TRUE,
910GWHMPSTM-Plat01-SB-thameslink,910GWHMPSTM,thameslink,nationalRail,1,,Southbound,Southbound Platform 1,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWHMPSTM-Plat02-NB-thameslink,910GWHMPSTM,thameslink,nationalRail,2,,Northbound,Northbound Platform 2,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWHMPSTM-Plat03-SB-thameslink,910GWHMPSTM,thameslink,nationalRail,3,,Southbound,Southbound Platform 3,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWHMPSTM-Plat04-NB-thameslink,910GWHMPSTM,thameslink,nationalRail,4,,Northbound,Northbound Platform 4,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWIMLCHS-Plat01-NB-thameslink,910GWIMLCHS,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWIMLCHS-Plat02-SB-thameslink,910GWIMLCHS,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWLTHQRD-Plat01-WB-london-overground,910GWLTHQRD,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Gospel Oak,FALSE,TRUE,
910GWLTHQRD-Plat02-EB-london-overground,910GWLTHQRD,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Barking,FALSE,TRUE,
910GWNDSWRD-Plat01-london-overground,910GWNDSWRD,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWNDSWRD-Plat02-london-overground,910GWNDSWRD,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWNSTDPK-Plat01-london-overground,910GWNSTDPK,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWNSTDPK-Plat02-london-overground,910GWNSTDPK,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWSUTTON-Plat01-NB-thameslink,910GWSUTTON,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWSUTTON-Plat02-SB-thameslink,910GWSUTTON,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GWOLWXR-PlatA-EB-elizabeth,910GWOLWXR,elizabeth,elizabeth-line,A,,Eastbound,Eastbound Platform A,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GWOLWXR-PlatB-WB-elizabeth,910GWOLWXR,elizabeth,elizabeth-line,B,,Westbound,Westbound Platform B,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZALGWP-NB-emirates-air-line,940GZZALGWP,emirates-air-line,cableCar,,,Northbound,Northbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZALRDK-SB-emirates-air-line,940GZZALRDK,emirates-air-line,cableCar,,9400ZZALRDK1,Southbound,Southbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZCRADD-EB-tram,940GZZCRADD,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRADD-WB-tram,940GZZCRADD,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRADV-EB-tram,940GZZCRADV,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRADV-WB-tram,940GZZCRADV,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRAMP-EB-tram,940GZZCRAMP,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZCRAMP-WB-tram,940GZZCRAMP,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZCRARA-EB-tram,940GZZCRARA,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZCRARA-WB-tram,940GZZCRARA,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZCRAVE-EB-tram,940GZZCRAVE,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZCRAVE-WB-tram,940GZZCRAVE,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZCRBED-EB-tram,940GZZCRBED,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRBED-WB-tram,940GZZCRBED,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRBGV-EB-tram,940GZZCRBGV,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRBGV-WB-tram,940GZZCRBGV,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRBLA-EB-tram,940GZZCRBLA,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRBLA-WB-tram,940GZZCRBLA,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRBRD-EB-tram,940GZZCRBRD,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRBRD-WB-tram,940GZZCRBRD,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRCEN-WB-tram,940GZZCRCEN,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRCHR-WB-tram,940GZZCRCHR,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRCOO-EB-tram,940GZZCRCOO,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRCOO-WB-tram,940GZZCRCOO,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRCTR-EB-tram,940GZZCRCTR,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRDDR-EB-tram,940GZZCRDDR,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRDDR-WB-tram,940GZZCRDDR,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRFLD-EB-tram,940GZZCRFLD,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRFLD-WB-tram,940GZZCRFLD,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRGRA-EB-tram,940GZZCRGRA,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRGRA-WB-tram,940GZZCRGRA,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRHAR-EB-tram,940GZZCRHAR,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRHAR-WB-tram,940GZZCRHAR,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRKGH-EB-tram,940GZZCRKGH,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRKGH-WB-tram,940GZZCRKGH,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRLEB-EB-tram,940GZZCRLEB,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRLEB-WB-tram,940GZZCRLEB,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRLOY-EB-tram,940GZZCRLOY,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRLOY-WB-tram,940GZZCRLOY,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRMCH-EB-tram,940GZZCRMCH,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRMCH-WB-tram,940GZZCRMCH,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRMDN-EB-tram,940GZZCRMDN,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRMDN-WB-tram,940GZZCRMDN,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRMTP-EB-tram,940GZZCRMTP,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRMTP-WB-tram,940GZZCRMTP,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRNWA-WB-tram,940GZZCRNWA,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRPHI-EB-tram,940GZZCRPHI,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRPHI-WB-tram,940GZZCRPHI,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRRVC-EB-tram,940GZZCRRVC,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRSAN-EB-tram,940GZZCRSAN,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRSAN-WB-tram,940GZZCRSAN,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRTPA-EB-tram,940GZZCRTPA,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRTPA-WB-tram,940GZZCRTPA,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRWAD-EB-tram,940GZZCRWAD,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRWAD-WB-tram,940GZZCRWAD,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRWAN-EB-tram,940GZZCRWAN,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRWAN-WB-tram,940GZZCRWAN,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRWEL-EB-tram,940GZZCRWEL,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRWOD-EB-tram,940GZZCRWOD,tram,tram,,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZCRWOD-WB-tram,940GZZCRWOD,tram,tram,,,Westbound,Westbound,TRUE,FALSE,TRUE,,TRUE,FALSE,
940GZZDLABR-Plat01-SB-dlr,940GZZDLABR,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Canning Town,FALSE,FALSE,
940GZZDLABR-Plat02-NB-dlr,940GZZDLABR,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Stratford,FALSE,FALSE,
940GZZDLALL-Plat01-NB-dlr,940GZZDLALL,dlr,dlr,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Stratford,FALSE,FALSE,
940GZZDLALL-Plat02-SB-dlr,940GZZDLALL,dlr,dlr,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Poplar,FALSE,FALSE,
940GZZDLBEC-Plat01-WB-dlr,940GZZDLBEC,dlr,dlr,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZDLBEC-Plat02-WB-dlr,940GZZDLBEC,dlr,dlr,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZDLBLA-Plat01-EB-dlr,940GZZDLBLA,dlr,dlr,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Canning Town,FALSE,FALSE,
940GZZDLBLA-Plat02-WB-dlr,940GZZDLBLA,dlr,dlr,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,Poplar,FALSE,FALSE,
940GZZDLBOW-Plat01-NB-dlr,940GZZDLBOW,dlr,dlr,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Stratford,FALSE,FALSE,
940GZZDLBOW-Plat02-SB-dlr,940GZZDLBOW,dlr,dlr,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Poplar,FALSE,FALSE,
940GZZDLBPK-Plat01-EB-dlr,940GZZDLBPK,dlr,dlr,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZDLBPK-Plat02-WB-dlr,940GZZDLBPK,dlr,dlr,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
940GZZDLCLA-Plat01-SB-dlr,940GZZDLCLA,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Lewisham,FALSE,FALSE,
940GZZDLCLA-Plat02-NB-dlr,940GZZDLCLA,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Canary Wharf,FALSE,FALSE,
HUBCUS-PlatA-EB-elizabeth,HUBCUS,elizabeth,elizabeth-line,A,,Eastbound,Eastbound Platform A,TRUE,FALSE,TRUE,,FALSE,FALSE,
HUBCUS-PlatB-WB-elizabeth,HUBCUS,elizabeth,elizabeth-line,B,,Westbound,Westbound Platform B,TRUE,FALSE,TRUE,,FALSE,FALSE,
HUBCUS-Plat03-EB-dlr,HUBCUS,dlr,dlr,3,,Eastbound,Eastbound Platform 3,TRUE,FALSE,TRUE,Beckton,FALSE,FALSE,
HUBCUS-Plat04-WB-dlr,HUBCUS,dlr,dlr,4,,Westbound,Westbound Platform 4,TRUE,FALSE,TRUE,Canning Town,FALSE,FALSE,
940GZZDLCYP-Plat01-EB-dlr,940GZZDLCYP,dlr,dlr,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Beckton,FALSE,FALSE,
940GZZDLCYP-Plat02-WB-dlr,940GZZDLCYP,dlr,dlr,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,Canning Town,FALSE,FALSE,
940GZZDLDEP-Plat01-SB-dlr,940GZZDLDEP,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Lewisham,FALSE,FALSE,
940GZZDLDEP-Plat02-NB-dlr,940GZZDLDEP,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Canary Wharf,FALSE,FALSE,
940GZZDLDEV-Plat01-NB-dlr,940GZZDLDEV,dlr,dlr,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Stratford,FALSE,FALSE,
940GZZDLDEV-Plat02-SB-dlr,940GZZDLDEV,dlr,dlr,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Poplar,FALSE,FALSE,
940GZZDLEIN-Plat01-EB-dlr,940GZZDLEIN,dlr,dlr,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Canning Town,FALSE,FALSE,
940GZZDLEIN-Plat02-WB-dlr,940GZZDLEIN,dlr,dlr,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,Poplar,FALSE,FALSE,
940GZZDLELV-Plat01-SB-dlr,940GZZDLELV,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Lewisham,FALSE,FALSE,
940GZZDLELV-Plat02-NB-dlr,940GZZDLELV,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Canary Wharf,FALSE,FALSE,
940GZZDLGAL-Plat01-EB-dlr,940GZZDLGAL,dlr,dlr,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Beckton,FALSE,FALSE,
940GZZDLGAL-Plat02-WB-dlr,940GZZDLGAL,dlr,dlr,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,Canning Town,FALSE,FALSE,
940GZZDLHEQ-Plat01-SB-dlr,940GZZDLHEQ,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Lewisham,FALSE,FALSE,
940GZZDLHEQ-Plat02-NB-dlr,940GZZDLHEQ,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Canary Wharf,FALSE,FALSE,
940GZZDLISL-Plat01-SB-dlr,940GZZDLISL,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Lewisham,FALSE,FALSE,
940GZZDLISL-Plat02-NB-dlr,940GZZDLISL,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Canary Wharf,FALSE,FALSE,
940GZZDLKGV-Plat01-SB-dlr,940GZZDLKGV,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Woolwich Arsenal,FALSE,FALSE,
940GZZDLKGV-Plat02-NB-dlr,940GZZDLKGV,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Bank and Stratford,FALSE,FALSE,
940GZZDLLDP-Plat01-NB-dlr,940GZZDLLDP,dlr,dlr,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Stratford,FALSE,FALSE,
940GZZDLLDP-Plat02-SB-dlr,940GZZDLLDP,dlr,dlr,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Poplar,FALSE,FALSE,
940GZZDLMUD-Plat01-SB-dlr,940GZZDLMUD,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Lewisham,FALSE,FALSE,
940GZZDLMUD-Plat02-NB-dlr,940GZZDLMUD,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Canary Wharf,FALSE,FALSE,
940GZZDLPDK-Plat01-SB-dlr,940GZZDLPDK,dlr,dlr,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Woolwich Arsenal,FALSE,FALSE,
940GZZDLPDK-Plat02-NB-dlr,940GZZDLPDK,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Bank and Stratford,FALSE,FALSE,
940GZZDLPOP-Plat01-EB-dlr,940GZZDLPOP,dlr,dlr,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Woolwich Arsenal,FALSE,FALSE,
940GZZDLPOP-Plat02-NB-dlr,940GZZDLPOP,dlr,dlr,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Stratford,FALSE,FALSE,
940GZZDLPOP-Plat03-SB-dlr,940GZZDLPOP,dlr,dlr,3,,Southbound,Southbound Platform 3,TRUE,FALSE,TRUE,Canary Wharf,FALSE,FALSE,
940GZZDLPOP-Plat04-WB-dlr,940GZZDLPOP,dlr,dlr,4,,Westbound,Westbound Platform 4,TRUE,FALSE,TRUE,Westferry,FALSE,FALSE,
940GZZDLPRE-Plat01-EB-dlr,940GZZDLPRE,dlr,dlr,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Beckton,FALSE,FALSE,
940GZZDLPRE-Plat02-WB-dlr,940GZZDLPRE,dlr,dlr,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,Canning Town,FALSE,FALSE,
