unique_id,station_unique_id,line,mode,platform_number,platform_naptan_code,cardinal_direction,friendly_name,is_customer_facing,has_service_interchange,has_step_free_route_information,direction_towards,designated_level_access_point,level_access_by_manual_ramp,additional_accessibility_information
HUBABW-PlatD-WB-thameslink,HUBABW,thameslink,nationalRail,D,,Eastbound,Eastbound Platform D,TRUE,FALSE,TRUE,,FALSE,TRUE,
HUBABW-PlatC-EB-thameslink,HUBABW,thameslink,nationalRail,C,,Westbound,Westbound Platform C,TRUE,FALSE,TRUE,,FALSE,TRUE,
HUBABW-PlatB-WB-elizabeth,HUBABW,elizabeth,elizabeth-line,B,,Westbound,Westbound Platform B,TRUE,FALSE,TRUE,,TRUE,TRUE,
HUBABW-PlatA-WB-elizabeth,HUBABW,elizabeth,elizabeth-line,A,,Westbound,Westbound Platform A,TRUE,FALSE,TRUE,,TRUE,TRUE,
910GACTNCTL-Plat01-WB-london-overground,910GACTNCTL,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Richmond,FALSE,TRUE,Step-free platform interchange requires a 50m journey via street. Use East Churchfield Road entrance for westbound and Churchfield Road for eastbound
910GACTNCTL-Plat02-EB-london-overground,910GACTNCTL,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GACTONML-Plat03-WB-elizabeth,910GACTONML,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,,TRUE,FALSE,
910GACTONML-Plat04-EB-elizabeth,910GACTONML,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,,TRUE,FALSE,
910GANERLEY-Plat01-NB-london-overground,910GANERLEY,london-overground,overground,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Dalston Junction,FALSE,TRUE,
910GANERLEY-Plat02-SB-london-overground,910GANERLEY,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,West Croydon,FALSE,TRUE,
910GBCKNHMH-Plat01-NB-thameslink,910GBCKNHMH,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBCKNHMH-Plat02-SB-thameslink,910GBCKNHMH,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBELNGHM-Plat01-NB-thameslink,910GBELNGHM,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBELNGHM-Plat02-SB-thameslink,910GBELNGHM,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBHILLPK-Plat01-SB-london-overground,910GBHILLPK,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,,FALSE,TRUE,Use the St Mark's Road entrance for southbound platform. Step-free platform interchange requires a 290m journey via street
910GBHILLPK-Plat02-NB-london-overground,910GBHILLPK,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,,FALSE,TRUE,Use the Queen Anne's Place entrance for northbound platform. Step-free platform interchange requires a 290m journey via street
910GBICKLEY-Plat01-NB-thameslink,910GBICKLEY,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBICKLEY-Plat02-SB-thameslink,910GBICKLEY,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBNHAM-Plat01-WB-elizabeth,910GBNHAM,elizabeth,elizabeth-line,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Reading,FALSE,TRUE,
910GBNHAM-Plat02-EB-elizabeth,910GBNHAM,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Paddington Station,FALSE,TRUE,
910GBRBYPK-Plat01-WB-london-overground,910GBRBYPK,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GBRBYPK-Plat02-EB-london-overground,910GBRBYPK,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GBRBY-Plat01-WB-london-overground,910GBRBY,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GBRBY-Plat02-EB-london-overground,910GBRBY,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GBROCKLY-Plat01-NB-london-overground,910GBROCKLY,london-overground,overground,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Dalston Junction and Highbury & Islington,FALSE,TRUE,Step-free platform interchange requires a 500m journey via street
910GBROCKLY-Plat02-SB-london-overground,910GBROCKLY,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Crystal Palace and West Croydon,FALSE,TRUE,Step-free platform interchange requires a 500m journey via street
910GBROMLYS-Plat01-NB-thameslink,910GBROMLYS,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBROMLYS-Plat02-SB-thameslink,910GBROMLYS,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBROMLYS-Plat03-NB-thameslink,910GBROMLYS,thameslink,nationalRail,3,,Northbound,Northbound,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBROMLYS-Plat04-SB-thameslink,910GBROMLYS,thameslink,nationalRail,4,,Southbound,Southbound,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GBRTWOOD-Plat01-WB-elizabeth,910GBRTWOOD,elizabeth,elizabeth-line,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GBRTWOOD-Plat02-EB-elizabeth,910GBRTWOOD,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GBRTWOOD-Plat03-WB-elizabeth,910GBRTWOOD,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GBRTWOOD-Plat04-EB-elizabeth,910GBRTWOOD,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GBRUCGRV-Plat01-SB-london-overground,910GBRUCGRV,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GBRUCGRV-Plat02-NB-london-overground,910GBRUCGRV,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GBTHNLGR-Plat01-WB-london-overground,910GBTHNLGR,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GBTHNLGR-Plat02-EB-london-overground,910GBTHNLGR,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCAMHTH-Plat01-SB-london-overground,910GCAMHTH,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCAMHTH-Plat02-NB-london-overground,910GCAMHTH,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCATFORD-Plat01-NB-thameslink,910GCATFORD,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCATFORD-Plat02-SB-thameslink,910GCATFORD,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCFPK-Plat01-NB-thameslink,910GCFPK,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCFPK-Plat02-SB-thameslink,910GCFPK,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCHDWLHT-Plat01-WB-elizabeth,910GCHDWLHT,elizabeth,elizabeth-line,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GCHDWLHT-Plat02-EB-elizabeth,910GCHDWLHT,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GCHDWLHT-Plat03-WB-elizabeth,910GCHDWLHT,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GCHDWLHT-Plat04-EB-elizabeth,910GCHDWLHT,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GCHESHNT-Plat03-SB-london-overground,910GCHESHNT,london-overground,overground,3,,Southbound,Southbound Platform 3,TRUE,FALSE,TRUE,Edmonton Green,FALSE,TRUE,Step-free platform interchange requires a 70m journey by street
910GCHINGFD-Plat01-SB-london-overground,910GCHINGFD,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GCHINGFD-Plat02-SB-london-overground,910GCHINGFD,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GCHINGFD-Plat03-SB-london-overground,910GCHINGFD,london-overground,overground,3,,Southbound,Southbound Platform 3,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GCTMSLNK-Plat01-NB-thameslink,910GCTMSLNK,thameslink,nationalRail,1,,Northbound,Northbound,TRUE,FALSE,TRUE,,TRUE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCTMSLNK-Plat02-SB-thameslink,910GCTMSLNK,thameslink,nationalRail,2,,Southbound,Southbound,TRUE,FALSE,TRUE,,TRUE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCLAPTON-Plat01-SB-london-overground,910GCLAPTON,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCLAPTON-Plat02-NB-london-overground,910GCLAPTON,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCLDNNRB-Plat02-WB-london-overground,910GCLDNNRB,london-overground,overground,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,Richmond and Clapham Junction,FALSE,TRUE,
910GCLDNNRB-Plat03-EB-london-overground,910GCLDNNRB,london-overground,overground,3,,Eastbound,Eastbound Platform 3,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GCLPHHS-Plat01-WB-london-overground,910GCLPHHS,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCLPHHS-Plat02-EB-london-overground,910GCLPHHS,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCMDNRD-Plat01-WB-london-overground,910GCMDNRD,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Richmond and Clapham Junction,FALSE,TRUE,
910GCMDNRD-Plat02-EB-london-overground,910GCMDNRD,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GCNNB-Plat01-NB-london-overground,910GCNNB,london-overground,overground,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Highbury & Islington,TRUE,FALSE,
910GCNNB-Plat02-SB-london-overground,910GCNNB,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Crystal Palace and Clapham Junction via Canada Water,TRUE,FALSE,
910GCNNB-Plat03-WB-london-overground,910GCNNB,london-overground,overground,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Richmond and Clapham Junction via Willesden Junction,FALSE,TRUE,
910GCNNB-Plat04-EB-london-overground,910GCNNB,london-overground,overground,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GCOLSDNS-Plat01-NB-thameslink,910GCOLSDNS,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCOLSDNS-Plat02-SB-thameslink,910GCOLSDNS,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCRKLWD-Plat01-SB-thameslink,910GCRKLWD,thameslink,nationalRail,1,,Southbound,Southbound Platform 1,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCRKLWD-Plat02-NB-thameslink,910GCRKLWD,thameslink,nationalRail,2,,Northbound,Northbound Platform 2,TRUE,FALSE,FALSE,,FALSE,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCRLN-Plat01-WB-thameslink,910GCRLN,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCRLN-Plat02-EB-thameslink,910GCRLN,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCROUCHH-Plat01-WB-london-overground,910GCROUCHH,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCROUCHH-Plat02-EB-london-overground,910GCROUCHH,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GCRPNDPK-Plat01-SB-london-overground,910GCRPNDPK,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Euston,FALSE,TRUE,
910GCRPNDPK-Plat02-NB-london-overground,910GCRPNDPK,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Watford Junction,FALSE,TRUE,
910GCRSHLTN-Plat01-EB-thameslink,910GCRSHLTN,thameslink,nationalRail,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GCRSHLTN-Plat02-WB-thameslink,910GCRSHLTN,thameslink,nationalRail,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDALSKLD-Plat01-WB-london-overground,910GDALSKLD,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GDALSKLD-Plat02-EB-london-overground,910GDALSKLD,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GDALS-Plat01-NB-london-overground,910GDALS,london-overground,overground,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Highbury & Islington,TRUE,FALSE,
910GDALS-Plat02-SB-london-overground,910GDALS,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,"New Cross, Clapham Junction, Crystal Palace and West Croydon",TRUE,FALSE,
910GDALS-Plat03-SB-london-overground,910GDALS,london-overground,overground,3,,Southbound,Southbound Platform 3,TRUE,FALSE,TRUE,"New Cross, Clapham Junction, Crystal Palace and West Croydon",TRUE,FALSE,
910GDALS-Plat04-SB-london-overground,910GDALS,london-overground,overground,4,,Southbound,Southbound Platform 4,TRUE,FALSE,TRUE,"New Cross, Clapham Junction, Crystal Palace and West Croydon",TRUE,FALSE,
910GDARTFD-Plat01-WB-thameslink,910GDARTFD,thameslink,nationalRail,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDARTFD-Plat02-WB-thameslink,910GDARTFD,thameslink,nationalRail,2,,Westbound,Westbound Platform 2,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDARTFD-Plat03-WB-thameslink,910GDARTFD,thameslink,nationalRail,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDARTFD-Plat04-EB-thameslink,910GDARTFD,thameslink,nationalRail,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDENMRKH-Plat01-SB-london-overground,910GDENMRKH,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Clapham Junction,FALSE,TRUE,
910GDENMRKH-Plat02-NB-london-overground,910GDENMRKH,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Highbury & Islington,FALSE,TRUE,
910GDENMRKH-Plat03-WB-thameslink,910GDENMRKH,thameslink,nationalRail,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDENMRKH-Plat04-EB-thameslink,910GDENMRKH,thameslink,nationalRail,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDEPTFD-Plat01-WB-thameslink,910GDEPTFD,thameslink,nationalRail,1,,Westbound,Westbound,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GDEPTFD-Plat02-EB-thameslink,910GDEPTFD,thameslink,nationalRail,2,,Eastbound,Eastbound,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GEDMNGRN-Plat01-SB-london-overground,910GEDMNGRN,london-overground,overground,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GEDMNGRN-Plat02-NB-london-overground,910GEDMNGRN,london-overground,overground,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,Enfield Town and Cheshunt,FALSE,TRUE,
910GELTR-Plat01-SB-thameslink,910GELTR,thameslink,nationalRail,1,,Southbound,Southbound Platform 1,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GELTR-Plat02-NB-thameslink,910GELTR,thameslink,nationalRail,2,,Northbound,Northbound Platform 2,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GELTR-Plat03-SB-thameslink,910GELTR,thameslink,nationalRail,3,,Southbound,Southbound,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GELTR-Plat04-NB-thameslink,910GELTR,thameslink,nationalRail,4,,Northbound,Northbound,TRUE,FALSE,TRUE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GEMRSPKH-Plat01-EB-london-overground,910GEMRSPKH,london-overground,overground,1,,Eastbound,Eastbound Platform 1,TRUE,FALSE,TRUE,Upminster,FALSE,TRUE,
910GEMRSPKH-Plat01-WB-london-overground,910GEMRSPKH,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Romford,FALSE,TRUE,
910GENFLDTN-Plat02-SB-london-overground,910GENFLDTN,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GESTFLDS-Plat01-NB-thameslink,910GESTFLDS,thameslink,nationalRail,1,,Northbound,Northbound Platform 1,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GESTFLDS-Plat02-SB-thameslink,910GESTFLDS,thameslink,nationalRail,2,,Southbound,Southbound Platform 2,TRUE,FALSE,FALSE,,FALSE,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk"
910GFNCHLYR-Plat01-WB-london-overground,910GFNCHLYR,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GFNCHLYR-Plat02-EB-london-overground,910GFNCHLYR,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GFORESTH-Plat01-NB-london-overground,910GFORESTH,london-overground,overground,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Highbury & Islington,FALSE,TRUE,Use the Devonshire Road entrance for step-free access
910GFORESTH-Plat02-SB-london-overground,910GFORESTH,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,Crystal Palace and West Croydon,FALSE,TRUE,Use the Devonshire Road entrance for step-free access
910GFRSTGT-Plat01-WB-elizabeth,910GFRSTGT,elizabeth,elizabeth-line,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GFRSTGT-Plat02-EB-elizabeth,910GFRSTGT,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GFRSTGT-Plat03-WB-elizabeth,910GFRSTGT,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GFRSTGT-Plat04-EB-elizabeth,910GFRSTGT,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GGIDEAPK-Plat01-WB-elizabeth,910GGIDEAPK,elizabeth,elizabeth-line,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,Use the Crossways entrance for step-free access
910GGIDEAPK-Plat02-EB-elizabeth,910GGIDEAPK,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 2 ,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,Use the Crossways entrance for step-free access
910GGIDEAPK-Plat03-WB-elizabeth,910GGIDEAPK,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,Use the Crossways entrance for step-free access
910GGIDEAPK-Plat04-EB-elizabeth,910GGIDEAPK,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,Use the Crossways entrance for step-free access
910GGODMAYS-Plat01-WB-elizabeth,910GGODMAYS,elizabeth,elizabeth-line,1,,Westbound,Westbound Platform 1,TRUE,FALSE,FALSE,Liverpool Street,FALSE,TRUE,
910GGODMAYS-Plat02-EB-elizabeth,910GGODMAYS,elizabeth,elizabeth-line,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GGODMAYS-Plat03-WB-elizabeth,910GGODMAYS,elizabeth,elizabeth-line,3,,Westbound,Westbound Platform 3,TRUE,FALSE,TRUE,Liverpool Street,FALSE,TRUE,
910GGODMAYS-Plat04-EB-elizabeth,910GGODMAYS,elizabeth,elizabeth-line,4,,Eastbound,Eastbound Platform 4,TRUE,FALSE,TRUE,Shenfield,FALSE,TRUE,
910GGOSPLOK-Plat01-WB-london-overground,910GGOSPLOK,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Richmond and Clapham Junction,FALSE,TRUE,
910GGOSPLOK-Plat02-EB-london-overground,910GGOSPLOK,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GGOSPLOK-Plat03-EB-london-overground,910GGOSPLOK,london-overground,overground,3,,Eastbound,Eastbound Platform 3,TRUE,FALSE,TRUE,Barking,FALSE,TRUE,
910GHACKNYC-Plat01-WB-london-overground,910GHACKNYC,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Richmond and Clapham Junction,FALSE,TRUE,
910GHACKNYC-Plat02-EB-london-overground,910GHACKNYC,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GHACKNYW-Plat01-WB-london-overground,910GHACKNYW,london-overground,overground,1,,Westbound,Westbound Platform 1,TRUE,FALSE,TRUE,Richmond and Clapham Junction,FALSE,TRUE,
910GHACKNYW-Plat02-EB-london-overground,910GHACKNYW,london-overground,overground,2,,Eastbound,Eastbound Platform 2,TRUE,FALSE,TRUE,Stratford,FALSE,TRUE,
910GHAGGERS-Plat01-NB-london-overground,910GHAGGERS,london-overground,overground,1,,Northbound,Northbound Platform 1,TRUE,FALSE,TRUE,Highbury & Islington,TRUE,FALSE,
910GHAGGERS-Plat02-SB-london-overground,910GHAGGERS,london-overground,overground,2,,Southbound,Southbound Platform 2,TRUE,FALSE,TRUE,"New Cross, Clapham Junction, Crystal Palace and West Croydon",TRUE,FALSE,
910GHAKNYNM-Plat01-london-overground,910GHAKNYNM,london-overground,overground,1,,,Platform 1,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GHAKNYNM-Plat02-london-overground,910GHAKNYNM,london-overground,overground,2,,,Platform 2,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GHAKNYNM-Plat03-london-overground,910GHAKNYNM,london-overground,overground,3,,,Platform 3,TRUE,FALSE,TRUE,,FALSE,FALSE,
910GHAKNYNM-Plat04-london-overground,910GHAKNYNM,london-overground,overground,4,,,Platform 4,TRUE,FALSE,TRUE,,FALSE,FALSE,
