Rail Station Name,Travel Location No,Month Name (Travel Date),Calendar Year (Travel Date),Transaction Type,Count of Taps
Kings Cross LU (Tube),625,April,2018,Exit,1394547
Kings Cross LU (Western),772,April,2018,Entry,896154
Kings Cross LU (Western),772,April,2018,Exit,845416
Kings Cross NR,6121,April,2018,Entry,137797
Kings Cross NR,6121,April,2018,Exit,111864
Kingsbury,624,April,2018,Exit,189238
Kingsbury,624,April,2018,Entry,190731
Kingston,5565,April,2018,Entry,146287
Kingston,5565,April,2018,Exit,149061
Kingswood,5366,April,2018,Exit,2656
Kingswood,5366,April,2018,Entry,3137
Knightsbridge,626,April,2018,Exit,649470
Knightsbridge,626,April,2018,Entry,727880
Knockholt,5109,April,2018,Exit,1446
Knockholt,5109,April,2018,Entry,1858
Ladbroke Grove,627,April,2018,Exit,208104
Ladbroke Grove,627,April,2018,Entry,232033
Ladywell,5057,April,2018,Entry,23037
Ladywell,5057,April,2018,Exit,19435
Lambeth North,628,April,2018,Entry,159479
Lambeth North,628,April,2018,Exit,143141
Lancaster Gate,629,April,2018,Entry,262572
Lancaster Gate,629,April,2018,Exit,238074
Langdon Park,853,April,2018,Entry,52494
Langdon Park,853,April,2018,Exit,40924
Latimer Road,630,April,2018,Exit,87969
Latimer Road,630,April,2018,Entry,90938
Lea Bridge,6927,April,2018,Entry,8829
Lea Bridge,6927,April,2018,Exit,7165
Lee,5110,April,2018,Entry,31991
Lee,5110,April,2018,Exit,22623
Leicester Square,631,April,2018,Entry,1442954
Leicester Square,631,April,2018,Exit,1349644
Lewisham DLR,940,April,2018,Exit,112770
Lewisham DLR,940,April,2018,Entry,136746
Lewisham NR,5051,April,2018,Entry,334221
Lewisham NR,5051,April,2018,Exit,339502
Leyton,632,April,2018,Entry,517610
Leyton,632,April,2018,Exit,454848
Leyton Midland Road,7402,April,2018,Exit,46818
Leyton Midland Road,7402,April,2018,Entry,48359
Leytonstone,633,April,2018,Entry,423380
Leytonstone,633,April,2018,Exit,408521
Leytonstone High Road,7403,April,2018,Exit,34083
Leytonstone High Road,7403,April,2018,Entry,34777
Limehouse DLR,862,April,2018,Entry,138724
Limehouse DLR,862,April,2018,Exit,117866
Limehouse NR,7491,April,2018,Entry,56027
Limehouse NR,7491,April,2018,Exit,91781
Liverpool Street LU,634,April,2018,Entry,2661400
Liverpool Street LU,634,April,2018,Exit,2769431
Liverpool Street NR,6965,April,2018,Entry,1346301
Liverpool Street NR,6965,April,2018,Exit,1131624
London Bridge LU,635,April,2018,Exit,2688702
London Bridge LU,635,April,2018,Entry,2853460
London Bridge NR,6336,April,2018,Exit,502491
London Bridge NR,5148,April,2018,Exit,1063754
London Bridge NR,6336,April,2018,Entry,370252
London Bridge NR,5148,April,2018,Entry,1018468
London City Airport,533,April,2018,Entry,77519
London City Airport,533,April,2018,Exit,61600
London Fields,6966,April,2018,Exit,24255
London Fields,6966,April,2018,Entry,23682
Loughborough Junct,5082,April,2018,Entry,39318
Loughborough Junct,5082,April,2018,Exit,34047
Loughton,636,April,2018,Entry,136103
Loughton,636,April,2018,Exit,137221
Lower Sydenham,5053,April,2018,Exit,10436
Lower Sydenham,5053,April,2018,Entry,13113
Maida Vale,637,April,2018,Exit,117364
Maida Vale,637,April,2018,Entry,129615
Malden Manor,5599,April,2018,Exit,7113
Malden Manor,5599,April,2018,Entry,10137
Manor House,638,April,2018,Exit,322359
Manor House,638,April,2018,Entry,341186
Manor Park,6883,April,2018,Entry,44303
Manor Park,6883,April,2018,Exit,45406
Mansion House,639,April,2018,Exit,257209
Mansion House,639,April,2018,Entry,247156
Marble Arch,640,April,2018,Exit,487438
Marble Arch,640,April,2018,Entry,558620
Maryland,6970,April,2018,Exit,44025
Maryland,6970,April,2018,Entry,44095
Marylebone LU,641,April,2018,Exit,539230
Marylebone LU,641,April,2018,Entry,508157
Marylebone NR,1475,April,2018,Exit,103534
Marylebone NR,1475,April,2018,Entry,113905
Maze Hill,5149,April,2018,Entry,19436
Maze Hill,5149,April,2018,Exit,15636
Merstham,5475,April,2018,Entry,4502
Merstham,5475,April,2018,Exit,1978
Mile End,642,April,2018,Entry,545721
Mile End,642,April,2018,Exit,531487
Mill Hill Broadway,1527,April,2018,Exit,58419
Mill Hill Broadway,1527,April,2018,Entry,62650
Mill Hill East,643,April,2018,Exit,25100
Mill Hill East,643,April,2018,Entry,27094
Mitcham Eastfields,5069,April,2018,Entry,33020
Mitcham Eastfields,5069,April,2018,Exit,22501
Mitcham Junction,5427,April,2018,Exit,9458
Mitcham Junction,5427,April,2018,Entry,11091
Monument,644,April,2018,Entry,548163
Monument,644,April,2018,Exit,578140
Moor Park,646,April,2018,Entry,32620
Moor Park,646,April,2018,Exit,31076
Moorgate,645,April,2018,Entry,909107
Moorgate,645,April,2018,Exit,912107
Morden,647,April,2018,Entry,421218
Morden,647,April,2018,Exit,392110
Morden South,5291,April,2018,Exit,1330
Morden South,5291,April,2018,Entry,1528
Mornington Crescent,648,April,2018,Entry,188566
Mornington Crescent,648,April,2018,Exit,152075
Mortlake,5600,April,2018,Entry,33818
Mortlake,5600,April,2018,Exit,27792
Motspur Park,5645,April,2018,Exit,17450
Motspur Park,5645,April,2018,Entry,22073
Mottingham,5118,April,2018,Entry,24315
Mottingham,5118,April,2018,Exit,18949
Mudchute,857,April,2018,Exit,27470
Mudchute,857,April,2018,Entry,36203
Neasden,649,April,2018,Exit,129377
Neasden,649,April,2018,Entry,143075
New Barnet,6018,April,2018,Entry,39838
New Barnet,6018,April,2018,Exit,34687
New Beckenham,5058,April,2018,Entry,13383
New Beckenham,5058,April,2018,Exit,11166
New Cross,5150,April,2018,Entry,119226
New Cross,5150,April,2018,Exit,98697
New Cross Gate,5345,April,2018,Exit,240086
New Cross Gate,5345,April,2018,Entry,228165
New Eltham,5119,April,2018,Entry,65039
New Eltham,5119,April,2018,Exit,30809
New Malden,5567,April,2018,Entry,83204
New Malden,5567,April,2018,Exit,63420
New Southgate,6019,April,2018,Exit,10487
New Southgate,6019,April,2018,Entry,13084
Newbury Park,650,April,2018,Exit,180702
Newbury Park,650,April,2018,Entry,229798
Norbiton,5568,April,2018,Exit,68992
Norbiton,5568,April,2018,Entry,83005
Norbury,5428,April,2018,Entry,129913
Norbury,5428,April,2018,Exit,115464
North Acton,653,April,2018,Entry,226116
North Acton,653,April,2018,Exit,219146
North Dulwich,5429,April,2018,Entry,14529
North Dulwich,5429,April,2018,Exit,12604
North Ealing,654,April,2018,Exit,28089
North Ealing,654,April,2018,Entry,29468
North Greenwich,789,April,2018,Entry,913986
North Greenwich,789,April,2018,Exit,965304
North Harrow,656,April,2018,Entry,74541
North Harrow,656,April,2018,Exit,69411
North Sheen,5601,April,2018,Exit,7957
North Sheen,5601,April,2018,Entry,9115
North Wembley,659,April,2018,Entry,65529
North Wembley,659,April,2018,Exit,59576
Northfields,655,April,2018,Exit,149226
Northfields,655,April,2018,Entry,152191
Northolt,657,April,2018,Exit,188081
Northolt,657,April,2018,Entry,201752
Northolt Park,1478,April,2018,Exit,4959
Northolt Park,1478,April,2018,Entry,6454
Northumberld Pk,6971,April,2018,Exit,7250
Northumberld Pk,6971,April,2018,Entry,10117
Northwick Park,660,April,2018,Exit,155173
Northwick Park,660,April,2018,Entry,163375
Northwood,661,April,2018,Entry,101892
Northwood,661,April,2018,Exit,96999
Northwood Hills,662,April,2018,Entry,75185
Northwood Hills,662,April,2018,Exit,69986
Norwood Junction SR,5376,April,2018,Exit,141478
Norwood Junction SR,5376,April,2018,Entry,159391
Notting Hill Gate,663,April,2018,Exit,628045
Notting Hill Gate,663,April,2018,Entry,608639
Nunhead,5068,April,2018,Entry,21447
Nunhead,5068,April,2018,Exit,15351
Oakleigh Park,6020,April,2018,Exit,13549
Oakleigh Park,6020,April,2018,Entry,16661
Oakwood,664,April,2018,Entry,107849
Oakwood,664,April,2018,Exit,106537
Ockendon,7451,April,2018,Exit,16688
Ockendon,7451,April,2018,Entry,21511
Old Street,665,April,2018,Exit,983949
Old Street,665,April,2018,Entry,968001
Orpington,5122,April,2018,Exit,113180
Orpington,5122,April,2018,Entry,131656
Osterley,667,April,2018,Entry,84941
Osterley,667,April,2018,Exit,82681
Oval,668,April,2018,Exit,274190
Oval,668,April,2018,Entry,285763
Oxford Circus,669,April,2018,Entry,2880683
Oxford Circus,669,April,2018,Exit,3198183
Paddington LU,670,April,2018,Exit,1803833
Paddington LU,670,April,2018,Entry,1895431
Paddington NR,3087,April,2018,Entry,271809
Paddington NR,3087,April,2018,Exit,275759
Palmers Green,6021,April,2018,Exit,54774
Palmers Green,6021,April,2018,Entry,65751
Park Royal,671,April,2018,Exit,76510
Park Royal,671,April,2018,Entry,76333
Parsons Green,672,April,2018,Entry,239335
Parsons Green,672,April,2018,Exit,231500
Peckham Rye,5423,April,2018,Exit,277796
Peckham Rye,5423,April,2018,Entry,278594
Penge East,5072,April,2018,Entry,36578
Penge East,5072,April,2018,Exit,29440
Penge West,5378,April,2018,Entry,15661
Penge West,5378,April,2018,Exit,13136
Perivale,673,April,2018,Entry,99729
Perivale,673,April,2018,Exit,95415
Petts Wood,5123,April,2018,Exit,28011
Petts Wood,5123,April,2018,Entry,32307
Piccadilly Circus,674,April,2018,Exit,1573542
Piccadilly Circus,674,April,2018,Entry,1677235
Pimlico,776,April,2018,Entry,422665
Pimlico,776,April,2018,Exit,401489
Pinner,675,April,2018,Exit,107592
Pinner,675,April,2018,Entry,116214
Plaistow,676,April,2018,Entry,236618
Plaistow,676,April,2018,Exit,223543
Plumstead,5208,April,2018,Entry,27359
Plumstead,5208,April,2018,Exit,18346
Ponders End,6819,April,2018,Exit,10423
Ponders End,6819,April,2018,Entry,12581
Pontoon Dock DLR,538,April,2018,Exit,39133
Pontoon Dock DLR,538,April,2018,Entry,45871
Poplar,858,April,2018,Exit,30525
Poplar,858,April,2018,Entry,35543
Preston Road,677,April,2018,Exit,129689
Preston Road,677,April,2018,Entry,138071
Prince Regent,888,April,2018,Entry,56857
Prince Regent,888,April,2018,Exit,49390
Pudding Mill Lane,859,April,2018,Exit,14470
Pudding Mill Lane,859,April,2018,Entry,15139
Purfleet,7453,April,2018,Exit,7455
Purfleet,7453,April,2018,Entry,16693
Purley,5379,April,2018,Entry,84154
Purley,5379,April,2018,Exit,85877
Purley Oaks,5430,April,2018,Exit,7730
Purley Oaks,5430,April,2018,Entry,10397
Putney,5603,April,2018,Exit,286738
Putney,5603,April,2018,Entry,299066
Putney Bridge,678,April,2018,Exit,211147
Putney Bridge,678,April,2018,Entry,206042
Queens Park,680,April,2018,Exit,200577
Queens Park,680,April,2018,Entry,220733
Queens Rd Peckham,5424,April,2018,Entry,124464
Queens Rd Peckham,5424,April,2018,Exit,112919
Queensbury,679,April,2018,Exit,165469
Queensbury,679,April,2018,Entry,168476
Queenstown Road Battersea,5596,April,2018,Exit,54351
Queenstown Road Battersea,5596,April,2018,Entry,59537
Queensway,681,April,2018,Exit,353499
Queensway,681,April,2018,Entry,349791
Rainham Essex,7454,April,2018,Entry,46410
Rainham Essex,7454,April,2018,Exit,48805
Ravensbourne,5083,April,2018,Exit,2987
Ravensbourne,5083,April,2018,Entry,4027
Ravenscourt Park,682,April,2018,Entry,110544
Ravenscourt Park,682,April,2018,Exit,109226
Rayners Lane,683,April,2018,Exit,151422
Rayners Lane,683,April,2018,Entry,156214
Raynes Park,5569,April,2018,Entry,139945
Raynes Park,5569,April,2018,Exit,131312
Rectory Road,6967,April,2018,Exit,15493
Rectory Road,6967,April,2018,Entry,19600
Redbridge,684,April,2018,Exit,107475
Redbridge,684,April,2018,Entry,119550
Redhill,5478,April,2018,Exit,21323
Redhill,5478,April,2018,Entry,22357
Reedham Surrey,5431,April,2018,Entry,3246
Reedham Surrey,5431,April,2018,Exit,2262
Regents Park,685,April,2018,Entry,140834
Regents Park,685,April,2018,Exit,161100
Richmond,5570,April,2018,Exit,497942
Richmond,5570,April,2018,Entry,508600
Rickmansworth,687,April,2018,Exit,86632
Rickmansworth,687,April,2018,Entry,89220
Riddlesdown,5432,April,2018,Exit,4546
Riddlesdown,5432,April,2018,Entry,5568
Roding Valley,688,April,2018,Entry,8946
Roding Valley,688,April,2018,Exit,6728
Romford,6886,April,2018,Entry,297071
Romford,6886,April,2018,Exit,290532
Rotherhithe,1039,April,2018,Exit,70304
Rotherhithe,1039,April,2018,Entry,80528
Royal Albert,890,April,2018,Exit,31535
Royal Albert,890,April,2018,Entry,35803
Royal Oak,690,April,2018,Exit,91548
Royal Oak,690,April,2018,Entry,95466
Royal Victoria,886,April,2018,Entry,70142
Royal Victoria,886,April,2018,Exit,56086
Ruislip,691,April,2018,Entry,74164
Ruislip,691,April,2018,Exit,74100
Ruislip Gardens,692,April,2018,Exit,39825
Ruislip Gardens,692,April,2018,Entry,44958
Ruislip Manor,693,April,2018,Entry,72495
Ruislip Manor,693,April,2018,Exit,70986
Russell Square,694,April,2018,Exit,443348
Russell Square,694,April,2018,Entry,449357
Rye House,6820,April,2018,Entry,4972
Rye House,6820,April,2018,Exit,4905
Salfords,5380,April,2018,Exit,626
Salfords,5380,April,2018,Entry,729
Sanderstead,5433,April,2018,Entry,29939
Sanderstead,5433,April,2018,Exit,28108
Selhurst,5434,April,2018,Exit,49713
Selhurst,5434,April,2018,Entry,53821
Seven Kings,6893,April,2018,Exit,110254
Seven Kings,6893,April,2018,Entry,118592
Seven Sisters,698,April,2018,Entry,717737
Seven Sisters,698,April,2018,Exit,706238
Shadwell DLR,860,April,2018,Entry,160520
Shadwell DLR,860,April,2018,Exit,141564
Shadwell LO,1082,April,2018,Exit,206199
Shadwell LO,1082,April,2018,Entry,126480
Shenfield,6888,April,2018,Entry,65383
Shenfield,6888,April,2018,Exit,62070
Shepherds Bush LO,9587,April,2018,Entry,299385
Shepherds Bush LO,9587,April,2018,Exit,313764
Shepherds Bush LU,700,April,2018,Entry,871902
Shepherds Bush LU,700,April,2018,Exit,811067
Shepherds Bush Market,775,April,2018,Entry,135664
Shepherds Bush Market,775,April,2018,Exit,127279
Shoreditch High Street,1024,April,2018,Exit,373947
Shoreditch High Street,1024,April,2018,Entry,358813
Shortlands,5084,April,2018,Entry,26801
Shortlands,5084,April,2018,Exit,20554
Sidcup,5125,April,2018,Exit,53143
Sidcup,5125,April,2018,Entry,76923
Silver Street,6972,April,2018,Exit,40948
Silver Street,6972,April,2018,Entry,49394
Slade Green,5154,April,2018,Exit,11437
Slade Green,5154,April,2018,Entry,15555
Sloane Square,702,April,2018,Entry,615413
Sloane Square,702,April,2018,Exit,603660
Snaresbrook,703,April,2018,Entry,101131
Snaresbrook,703,April,2018,Exit,92747
South Acton,1452,April,2018,Exit,17893
South Acton,1452,April,2018,Entry,20724
South Bermondsey,5425,April,2018,Exit,13655
South Bermondsey,5425,April,2018,Entry,13921
South Croydon,5410,April,2018,Entry,37760
South Croydon,5410,April,2018,Exit,28298
South Ealing,704,April,2018,Exit,136501
South Ealing,704,April,2018,Entry,136684
South Greenford,3138,April,2018,Exit,474
South Greenford,3138,April,2018,Entry,805
South Hampstead,1451,April,2018,Exit,8954
South Hampstead,1451,April,2018,Entry,10708
South Harrow,707,April,2018,Exit,87651
South Harrow,707,April,2018,Entry,85010
South Kensington,708,April,2018,Entry,1296586
South Kensington,708,April,2018,Exit,1290420
South Kenton,709,April,2018,Entry,30136
South Kenton,709,April,2018,Exit,26391
South Merton,5292,April,2018,Entry,3116
South Merton,5292,April,2018,Exit,1986
South Quay,861,April,2018,Exit,70885
South Quay,861,April,2018,Entry,81167
South Ruislip,710,April,2018,Entry,79342
South Ruislip,710,April,2018,Exit,74693
South Tottenham,7404,April,2018,Exit,45844
South Tottenham,7404,April,2018,Entry,45541
South Wimbledon,711,April,2018,Entry,193940
South Wimbledon,711,April,2018,Exit,177625
South Woodford,712,April,2018,Exit,216373
South Woodford,712,April,2018,Entry,200771
Southall,3187,April,2018,Exit,49292
Southall,3187,April,2018,Entry,63883
Southbury,6947,April,2018,Exit,40291
Southbury,6947,April,2018,Entry,38876
Southfields,705,April,2018,Exit,214179
Southfields,705,April,2018,Entry,232348
Southgate,706,April,2018,Entry,208357
Southgate,706,April,2018,Exit,209279
Southwark,784,April,2018,Exit,618295
Southwark,784,April,2018,Entry,601453
St Helier,5290,April,2018,Entry,4963
St Helier,5290,April,2018,Exit,3364
St James Street,6973,April,2018,Exit,43417
St James Street,6973,April,2018,Entry,45172
St James's Park,695,April,2018,Exit,565103
St James's Park,695,April,2018,Entry,577868
St Johns,5059,April,2018,Exit,10783
St Johns,5059,April,2018,Entry,13993
St Johns Wood,696,April,2018,Exit,295959
St Johns Wood,696,April,2018,Entry,290237
St Margarets (Herts),6821,April,2018,Exit,2850
St Margarets (Herts),6821,April,2018,Entry,3335
St Margarets London,5604,April,2018,Exit,19843
St Margarets London,5604,April,2018,Entry,27507
St Mary Cray,5073,April,2018,Entry,28479
St Mary Cray,5073,April,2018,Exit,23820
St Pancras International,1555,April,2018,Entry,193919
St Pancras International,1555,April,2018,Exit,206407
St Pancras International (HS1),7423,April,2018,Entry,31771
St Pancras International (HS1),7423,April,2018,Exit,27525
St Pauls,697,April,2018,Entry,686953
St Pauls,697,April,2018,Exit,692613
Stamford Brook,713,April,2018,Entry,104445
Stamford Brook,713,April,2018,Exit,96487
Stamford Hill,6968,April,2018,Exit,10761
Stamford Hill,6968,April,2018,Entry,13475
Stanmore,714,April,2018,Exit,149293
Stanmore,714,April,2018,Entry,153779
Star Lane DLR,889,April,2018,Entry,30564
Star Lane DLR,889,April,2018,Exit,26904
Stepney Green,715,April,2018,Entry,242364
Stepney Green,715,April,2018,Exit,217010
Stockwell,716,April,2018,Exit,395733
Stockwell,716,April,2018,Entry,492897
Stoke Newington,6934,April,2018,Entry,28329
Stoke Newington,6934,April,2018,Exit,23480
Stonebridge Park,717,April,2018,Exit,90476
Stonebridge Park,717,April,2018,Entry,97936
Stoneleigh,5606,April,2018,Entry,15938
Stoneleigh,5606,April,2018,Exit,13443
Stratford,719,April,2018,Entry,2386307
Stratford,6960,April,2018,Entry,43068
Stratford,719,April,2018,Exit,2367335
Stratford,6960,April,2018,Exit,87651
Stratford High Street,749,April,2018,Exit,17671
Stratford High Street,749,April,2018,Entry,15328
Stratford International,504,April,2018,Entry,50400
Stratford International,504,April,2018,Exit,38886
Stratford International (HS1),7222,April,2018,Entry,29476
Stratford International (HS1),7222,April,2018,Exit,26658
Strawberry Hill,5607,April,2018,Entry,17127
Strawberry Hill,5607,April,2018,Exit,13468
Streatham,5383,April,2018,Exit,101559
Streatham,5383,April,2018,Entry,109715
Streatham Common,5384,April,2018,Entry,142499
Streatham Common,5384,April,2018,Exit,133732
Streatham Hill,5435,April,2018,Entry,71854
Streatham Hill,5435,April,2018,Exit,72339
Sudbury & Harrow Road,1483,April,2018,Entry,1199
Sudbury & Harrow Road,1483,April,2018,Exit,861
Sudbury Hill,720,April,2018,Entry,69218
Sudbury Hill,720,April,2018,Exit,69260
Sudbury Hill Harrow,1484,April,2018,Entry,1767
Sudbury Hill Harrow,1484,April,2018,Exit,1386
Sudbury Town,721,April,2018,Entry,70851
Sudbury Town,721,April,2018,Exit,61579
Sundridge Park,5155,April,2018,Exit,3252
Sundridge Park,5155,April,2018,Entry,4226
Surbiton,5571,April,2018,Exit,244585
Surbiton,5571,April,2018,Entry,245557
Surrey Quays,1083,April,2018,Entry,203160
Surrey Quays,1083,April,2018,Exit,180877
Sutton Common,5436,April,2018,Entry,7895
Sutton Common,5436,April,2018,Exit,5956
Sutton Surrey,5385,April,2018,Entry,175246
Sutton Surrey,5385,April,2018,Exit,169434
Swanley,5075,April,2018,Entry,13620
Swanley,5075,April,2018,Exit,11731
Swiss Cottage,723,April,2018,Entry,288997
Swiss Cottage,723,April,2018,Exit,276726
Sydenham Hill,5085,April,2018,Entry,17380
Sydenham Hill,5085,April,2018,Exit,11888
Sydenham SR,5437,April,2018,Entry,154868
Sydenham SR,5437,April,2018,Exit,150144
Syon Lane,5609,April,2018,Exit,18022
Syon Lane,5609,April,2018,Entry,20776
Tadworth,5386,April,2018,Entry,3644
Tadworth,5386,April,2018,Exit,3067
Tattenham Corner,5387,April,2018,Exit,2059
Tattenham Corner,5387,April,2018,Entry,2463
Teddington,5572,April,2018,Exit,30661
Teddington,5572,April,2018,Entry,35668
Temple,724,April,2018,Exit,310146
Temple,724,April,2018,Entry,307249
Thames Ditton,5610,April,2018,Exit,13085
