from_id,to_id,from_naptan,to_naptan,from_station,to_station,line_id,line,direction,line_direction,platform_direction
178,18,940GZZLUNHG,940GZZLUBWT,Notting Hill Gate,Bayswater,3,Circle,Outbound,OR,WB
18,184,940GZZLUBWT,940GZZLUPAH,Bayswater,Paddington,3,Circle,Outbound,OR,WB
184,18,940GZZLUPAC,940GZZLUBWT,Paddington,Bayswater,3,Circle,Inbound,IR,WB
18,178,940GZZLUBWT,940GZZLUNHG,Bayswater,Notting Hill Gate,3,Circle,Inbound,IR,EB
178,115,940GZZLUNHG,940GZZLUHSK,Notting Hill Gate,High Street Kensington,3,Circle,Inbound,IR,EB
115,93,940GZZLUHSK,940GZZLUGTR,High Street Kensington,Gloucester Road,3,Circle,Inbound,IR,EB
93,220,940GZZLUGTR,940GZZLUSKS,Gloucester Road,South Kensington,3,Circle,Inbound,IR,EB
220,216,940GZZLUSKS,940GZZLUSSQ,South Kensington,Sloane Square,3,Circle,Inbound,IR,EB
216,257,940GZZLUSSQ,940GZZLUVIC,Sloane Square,Victoria,3,Circle,Inbound,IR,EB
277,81,940GZZLUWSM,940GZZLUEMB,Westminster,Embankment,3,Circle,Inbound,IR,EB
81,239,940GZZLUEMB,940GZZLUTMP,Embankment,Temple,3,Circle,Inbound,IR,EB
239,24,940GZZLUTMP,940GZZLUBKF,Temple,Blackfriars,3,Circle,Inbound,IR,EB
24,153,940GZZLUBKF,940GZZLUMSH,Blackfriars,Mansion House,3,Circle,Inbound,IR,EB
153,43,940GZZLUMSH,940GZZLUCST,Mansion House,Cannon Street,3,Circle,Inbound,IR,EB
43,158,940GZZLUCST,940GZZLUMMT,Cannon Street,Monument,3,Circle,Inbound,IR,EB
158,247,940GZZLUMMT,940GZZLUTWH,Monument,Tower Hill,3,Circle,Inbound,IR,EB
247,2,940GZZLUTWH,940GZZLUALD,Tower Hill,Aldgate,3,Circle,Inbound,IR,EB
2,148,940GZZLUALD,940GZZLULVT,Aldgate,Liverpool Street,3,Circle,Inbound,IR,NB
148,160,940GZZLULVT,940GZZLUMGT,Liverpool Street,Moorgate,3,Circle,Inbound,IR,WB
160,14,940GZZLUMGT,940GZZLUBBN,Moorgate,Barbican,3,Circle,Inbound,IR,WB
14,86,940GZZLUBBN,940GZZLUFCN,Barbican,Farringdon,3,Circle,Inbound,IR,WB
84,98,940GZZLUESQ,940GZZLUGPS,Euston Square,Great Portland Street,3,Circle,Inbound,IR,WB
98,11,940GZZLUGPS,940GZZLUBST,Great Portland Street,Baker Street,3,Circle,Inbound,IR,WB
208,275,940GZZLURYO,940GZZLUWSP,Royal Oak,Westbourne Park,3,Circle,Inbound,WB,WB
275,139,940GZZLUWSP,940GZZLULAD,Westbourne Park,Ladbroke Grove,3,Circle,Inbound,WB,WB
139,142,940GZZLULAD,940GZZLULRD,Ladbroke Grove,Latimer Road,3,Circle,Inbound,WB,WB
95,104,940GZZLUGHK,940GZZLUHSC,Goldhawk Road,Hammersmith,3,Circle,Inbound,WB,WB
