Node,Station,Node_Type,Line_Direction,Platform_Direction,Line,Platform_Type,Destination,Station_Entrance_Exit,NLC,NAPTAN,Deprecated,Year_of_addition
4269,Royal Oak,Exit,,,,,,,690,940GZZLURYO,FALSE,
39,Royal Oak,Entrance,,,,,,,690,940GZZLURYO,FALSE,
7588,Royal Oak,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,690,940GZZLURYO,FALSE,
4270,Ruislip,Exit,,,,,,,691,940GZZLURSP,FALSE,
7544,Ruislip,Platform,NB,WB,Metropolitan,LU Mult Lines,,,691,940GZZLURSP,FALSE,
7545,Ruislip,Platform,SB,EB,Metropolitan,LU Mult Lines,,,691,940GZZLURSP,FALSE,
7546,Ruislip,Platform,EB,EB,Piccadilly,LU Mult Lines,,,691,940GZZLURSP,FALSE,
7547,Ruislip,Platform,WB,WB,Piccadilly,LU Mult Lines,,,691,940GZZLURSP,FALSE,
23,Ruislip,Entrance,,,,,,,691,940GZZLURSP,FALSE,
8094,Ruislip Gardens,Platform,EB,EB,Central,LU 1 Line,,,692,940GZZLURSG,FALSE,
4271,Ruislip Gardens,Exit,,,,,,,692,940GZZLURSG,FALSE,
272,Ruislip Gardens,Entrance,,,,,,,692,940GZZLURSG,FALSE,
8095,Ruislip Gardens,Platform,WB,WB,Central,LU 1 Line,,,692,940GZZLURSG,FALSE,
4272,Ruislip Manor,Exit,,,,,,,693,940GZZLURSM,FALSE,
7540,Ruislip Manor,Platform,NB,WB,Metropolitan,LU Mult Lines,,,693,940GZZLURSM,FALSE,
7541,Ruislip Manor,Platform,SB,EB,Metropolitan,LU Mult Lines,,,693,940GZZLURSM,FALSE,
7542,Ruislip Manor,Platform,EB,EB,Piccadilly,LU Mult Lines,,,693,940GZZLURSM,FALSE,
7543,Ruislip Manor,Platform,WB,WB,Piccadilly,LU Mult Lines,,,693,940GZZLURSM,FALSE,
22,Ruislip Manor,Entrance,,,,,,,693,940GZZLURSM,FALSE,
7945,Russell Square,Platform,EB,EB,Piccadilly,LU 1 Line,,,694,940GZZLURSQ,FALSE,
4273,Russell Square,Exit,,,,,,,694,940GZZLURSQ,FALSE,
204,Russell Square,Entrance,,,,,,,694,940GZZLURSQ,FALSE,
7946,Russell Square,Platform,WB,WB,Piccadilly,LU 1 Line,,,694,940GZZLURSQ,FALSE,
8115,Seven Sisters,Exit,,,,,,,698,940GZZLUSVS,FALSE,
8113,Seven Sisters,Entrance,,,,,,High Road Entrance,698,940GZZLUSVS,FALSE,
4457,Seven Sisters,Platform,Unknown,Unknown,London Overground,LO Only,,,698,940GZZLUSVS,FALSE,
8114,Seven Sisters,Entrance,,,,,,Seven Sisters Road Entrance,698,940GZZLUSVS,FALSE,
8116,Seven Sisters,Platform,NB,NB,Victoria,LU 1 Line,,,698,940GZZLUSVS,FALSE,
8117,Seven Sisters,Platform,SB,SB,Victoria,LU 1 Line,,,698,940GZZLUSVS,FALSE,
4277,Shepherds Bush,Exit,,,,,,Central Line Exit,700,940GZZLUSBC,FALSE,
8068,Shepherds Bush,Platform,EB,EB,Central,LU 1 Line,,,700,940GZZLUSBC,FALSE,
261,Shepherds Bush,Entrance,,,,,,Central Line Ticket Hall,700,940GZZLUSBC,FALSE,
8069,Shepherds Bush,Platform,WB,WB,Central,LU 1 Line,,,700,940GZZLUSBC,FALSE,
1197,Shepherds Bush Market,Platform,EB,EB,Circle,LU Mult Lines,,,775,940GZZLUSBM,FALSE,
1198,Shepherds Bush Market,Platform,WB,WB,Circle,LU Mult Lines,,,775,940GZZLUSBM,FALSE,
7597,Shepherds Bush Market,Platform,EB,EB,Hammersmith & City,LU Mult Lines,,,775,940GZZLUSBM,FALSE,
4345,Shepherds Bush Market,Exit,,,,,,,775,940GZZLUSBM,FALSE,
43,Shepherds Bush Market,Entrance,,,,,,,775,940GZZLUSBM,FALSE,
7598,Shepherds Bush Market,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,775,940GZZLUSBM,FALSE,
7873,Sloane Square,Platform,IR,EB,Circle,LU Mult Lines,,,702,940GZZLUSSQ,FALSE,
7874,Sloane Square,Platform,OR,WB,Circle,LU Mult Lines,,,702,940GZZLUSSQ,FALSE,
7875,Sloane Square,Platform,EB,EB,District,LU Mult Lines,,,702,940GZZLUSSQ,FALSE,
7876,Sloane Square,Platform,WB,WB,District,LU Mult Lines,,,702,940GZZLUSSQ,FALSE,
4279,Sloane Square,Exit,,,,,,,702,940GZZLUSSQ,FALSE,
8523,Sloane Square,Entrance,,,,,,,702,940GZZLUSSQ,FALSE,
8017,Snaresbrook,Platform,EB,EB,Central,LU 1 Line,,,703,940GZZLUSNB,FALSE,
8013,Snaresbrook,Entrance,,,,,,EB Entrance,703,940GZZLUSNB,FALSE,
8015,Snaresbrook,Exit,,,,,,,703,940GZZLUSNB,FALSE,
8018,Snaresbrook,Platform,WB,WB,Central,LU 1 Line,,,703,940GZZLUSNB,FALSE,
8014,Snaresbrook,Entrance,,,,,,WB Entrance,703,940GZZLUSNB,FALSE,
7972,South Ealing,Platform,EB,EB,Piccadilly,LU 1 Line,,,704,940GZZLUSEA,FALSE,
4281,South Ealing,Exit,,,,,,,704,940GZZLUSEA,FALSE,
216,South Ealing,Entrance,,,,,,,704,940GZZLUSEA,FALSE,
7973,South Ealing,Platform,WB,WB,Piccadilly,LU 1 Line,,,704,940GZZLUSEA,FALSE,
7970,South Harrow,Platform,EB,EB,Piccadilly,LU 1 Line,,,707,940GZZLUSHH,FALSE,
4284,South Harrow,Exit,,,,,,,707,940GZZLUSHH,FALSE,
215,South Harrow,Entrance,,,,,,,707,940GZZLUSHH,FALSE,
7971,South Harrow,Platform,WB,WB,Piccadilly,LU 1 Line,,,707,940GZZLUSHH,FALSE,
8281,South Kensington,Platform,IR,EB,Circle,LU Mult Lines,,,708,940GZZLUSKS,FALSE,
8282,South Kensington,Platform,OR,WB,Circle,LU Mult Lines,,,708,940GZZLUSKS,FALSE,
8283,South Kensington,Platform,EB,EB,District,LU Mult Lines,,,708,940GZZLUSKS,FALSE,
8284,South Kensington,Platform,WB,WB,District,LU Mult Lines,,,708,940GZZLUSKS,FALSE,
4285,South Kensington,Exit,,,,,,,708,940GZZLUSKS,FALSE,
8279,South Kensington,Platform,EB,EB,Piccadilly,LU 1 Line,,,708,940GZZLUSKS,FALSE,
8280,South Kensington,Platform,WB,WB,Piccadilly,LU 1 Line,,,708,940GZZLUSKS,FALSE,
168,South Kensington,Entrance,,,,,,,708,940GZZLUSKS,FALSE,
7684,South Kenton,Platform,NB,NB,Bakerloo,LU & LO,,,709,940GZZLUSKT,FALSE,
7685,South Kenton,Platform,SB,SB,Bakerloo,LU & LO,,,709,940GZZLUSKT,FALSE,
4286,South Kenton,Exit,,,,,,,709,940GZZLUSKT,FALSE,
4583,South Kenton,Platform,NB,NB,London Overground,LU & LO,,,709,940GZZLUSKT,FALSE,
4584,South Kenton,Platform,SB,SB,London Overground,LU & LO,,,709,940GZZLUSKT,FALSE,
82,South Kenton,Entrance,,,,,,,709,940GZZLUSKT,FALSE,
4458,South Ruislip,Platform,Unknown,Unknown,NR,NR Only,,,710,940GZZLUSRP,FALSE,
8090,South Ruislip,Platform,EB,EB,Central,LU 1 Line,,,710,940GZZLUSRP,FALSE,
8091,South Ruislip,Platform,WB,WB,Central,LU 1 Line,,,710,940GZZLUSRP,FALSE,
4287,South Ruislip,Exit,,,,,,,710,940GZZLUSRP,FALSE,
271,South Ruislip,Entrance,,,,,,,710,940GZZLUSRP,FALSE,
4288,South Wimbledon,Exit,,,,,,,711,940GZZLUSWN,FALSE,
7783,South Wimbledon,Platform,NB,NB,Northern,LU 1 Line,,,711,940GZZLUSWN,FALSE,
7784,South Wimbledon,Platform,SB,SB,Northern,LU 1 Line,,,711,940GZZLUSWN,FALSE,
136,South Wimbledon,Entrance,,,,,,,711,940GZZLUSWN,FALSE,
8011,South Woodford,Platform,EB,EB,Central,LU 1 Line,,,712,940GZZLUSWF,FALSE,
8009,South Woodford,Entrance,,,,,,EB Platform Entrance,712,940GZZLUSWF,FALSE,
8010,South Woodford,Exit,,,,,,,712,940GZZLUSWF,FALSE,
8012,South Woodford,Platform,WB,WB,Central,LU 1 Line,,,712,940GZZLUSWF,FALSE,
8008,South Woodford,Entrance,,,,,,WB Platform Entrance,712,940GZZLUSWF,FALSE,
7891,Southfields,Platform,EB,EB,District,LU 1 Line,,,705,940GZZLUSFS,FALSE,
4282,Southfields,Exit,,,,,,,705,940GZZLUSFS,FALSE,
177,Southfields,Entrance,,,,,,,705,940GZZLUSFS,FALSE,
7892,Southfields,Platform,WB,WB,District,LU 1 Line,,,705,940GZZLUSFS,FALSE,
7927,Southgate,Platform,EB,EB,Piccadilly,LU 1 Line,,,706,940GZZLUSGT,FALSE,
4283,Southgate,Exit,,,,,,,706,940GZZLUSGT,FALSE,
194,Southgate,Entrance,,,,,,,706,940GZZLUSGT,FALSE,
7928,Southgate,Platform,WB,WB,Piccadilly,LU 1 Line,,,706,940GZZLUSGT,FALSE,
8890,Southwark,Entrance,,,,,,Main Ticket Hall,784,940GZZLUSWK,FALSE,
8889,Southwark,Entrance,,,,,,Waterloo East Ticket Hall,784,940GZZLUSWK,FALSE,
8895,Southwark,Exit,,,,,,,784,940GZZLUSWK,FALSE,
8865,Southwark,Platform,EB,EB,Jubilee,LU 1 Line,,,784,940GZZLUSWK,FALSE,
8864,Southwark,Platform,WB,WB,Jubilee,LU 1 Line,,,784,940GZZLUSWK,FALSE,
7866,St James's Park,Entrance,,,,,,Broadway Ticket Hall,695,940GZZLUSJP,FALSE,
7869,St James's Park,Platform,IR,WB,Circle,LU Mult Lines,,,695,940GZZLUSJP,FALSE,
7870,St James's Park,Platform,OR,WB,Circle,LU Mult Lines,,,695,940GZZLUSJP,FALSE,
7871,St James's Park,Platform,EB,EB,District,LU Mult Lines,,,695,940GZZLUSJP,FALSE,
7872,St James's Park,Platform,WB,WB,District,LU Mult Lines,,,695,940GZZLUSJP,FALSE,
7868,St James's Park,Exit,,,,,,,695,940GZZLUSJP,FALSE,
7867,St James's Park,Entrance,,,,,,Palmer Street Ticket Hall,695,940GZZLUSJP,FALSE,
7620,St John's Wood,Platform,WB,NB,Jubilee,LU 1 Line,,,696,940GZZLUSJW,FALSE,
7621,St John's Wood,Platform,EB,SB,Jubilee,LU 1 Line,,,696,940GZZLUSJW,FALSE,
59,St John's Wood,Entrance,,,,,,,696,940GZZLUSJW,FALSE,
4274,St John's Wood,Exit,,,,,,,696,940GZZLUSJW,FALSE,
251,St Paul's,Entrance,,,,,,,697,940GZZLUSPU,FALSE,
4275,St Paul's,Exit,,,,,,,697,940GZZLUSPU,FALSE,
8056,St Paul's,Platform,EB,EB,Central,LU 1 Line,,,697,940GZZLUSPU,FALSE,
8057,St Paul's,Platform,WB,WB,Central,LU 1 Line,,,697,940GZZLUSPU,FALSE,
7905,Stamford Brook,Platform,EB,EB,District,LU 1 Line,,,713,940GZZLUSFB,FALSE,
4290,Stamford Brook,Exit,,,,,,,713,940GZZLUSFB,FALSE,
184,Stamford Brook,Entrance,,,,,,,713,940GZZLUSFB,FALSE,
7906,Stamford Brook,Platform,WB,WB,District,LU 1 Line,,,713,940GZZLUSFB,FALSE,
4291,Stanmore,Exit,,,,,,,714,940GZZLUSTM,FALSE,
8589,Stanmore,Platform,WB,NB,Jubilee,LU 1 Line,,,714,940GZZLUSTM,FALSE,
7644,Stanmore,Platform,EB,SB,Jubilee,LU 1 Line,,,714,940GZZLUSTM,FALSE,
69,Stanmore,Entrance,,,,,,,714,940GZZLUSTM,FALSE,
7839,Stepney Green,Platform,EB,EB,District,LU Mult Lines,,,715,940GZZLUSGN,FALSE,
7840,Stepney Green,Platform,WB,WB,District,LU Mult Lines,,,715,940GZZLUSGN,FALSE,
4292,Stepney Green,Exit,,,,,,,715,940GZZLUSGN,FALSE,
7841,Stepney Green,Platform,EB,EB,Hammersmith & City,LU Mult Lines,,,715,940GZZLUSGN,FALSE,
7842,Stepney Green,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,715,940GZZLUSGN,FALSE,
154,Stepney Green,Entrance,,,,,,,715,940GZZLUSGN,FALSE,
4293,Stockwell,Exit,,,,,,,716,940GZZLUSKW,FALSE,
8203,Stockwell,Platform,NB,NB,Northern,LU 1 Line,,,716,940GZZLUSKW,FALSE,
8204,Stockwell,Platform,SB,SB,Northern,LU 1 Line,,,716,940GZZLUSKW,FALSE,
128,Stockwell,Entrance,,,,,,,716,940GZZLUSKW,FALSE,
8201,Stockwell,Platform,NB,NB,Victoria,LU 1 Line,,,716,940GZZLUSKW,FALSE,
8202,Stockwell,Platform,SB,SB,Victoria,LU 1 Line,,,716,940GZZLUSKW,FALSE,
7672,Stonebridge Park,Platform,NB,NB,Bakerloo,LU & LO,,,717,940GZZLUSGP,FALSE,
7673,Stonebridge Park,Platform,SB,SB,Bakerloo,LU & LO,,,717,940GZZLUSGP,FALSE,
4294,Stonebridge Park,Exit,,,,,,,717,940GZZLUSGP,FALSE,
4459,Stonebridge Park,Platform,NB,NB,London Overground,LU & LO,,,717,940GZZLUSGP,FALSE,
4460,Stonebridge Park,Platform,SB,SB,London Overground,LU & LO,,,717,940GZZLUSGP,FALSE,
79,Stonebridge Park,Entrance,,,,,,,717,940GZZLUSGP,FALSE,
8881,Stratford,Platform,WB,WB,Jubilee,LU 1 Line,,,719,940GZZLUSTD,FALSE,
8880,Stratford,Platform,EB,EB,Jubilee,LU 1 Line,,,719,940GZZLUSTD,FALSE,
4465,Stratford,Platform,EB,EB,London Overground,LO Only,,,719,940GZZLUSTD,FALSE,
4464,Stratford,Platform,WB,WB,London Overground,LO Only,,,719,940GZZLUSTD,FALSE,
247,Stratford,Entrance,,,,,,Mezzanine Ticket Hall,719,940GZZLUSTD,FALSE,
249,Stratford,Entrance,,,,,,Stratford Ticket Hall,719,940GZZLUSTD,FALSE,
4463,Stratford,Platform,Unknown,Unknown,NR,NR Only,,,719,940GZZLUSTD,FALSE,
4466,Stratford,Platform,Unknown,Unknown,DLR,DLR Only,,,719,940GZZLUSTD,FALSE,
4462,Stratford,Platform,WB,WB,Tfl Rail,TFLR Only,,,719,940GZZLUSTD,FALSE,
4461,Stratford,Platform,EB,EB,Tfl Rail,TFLR Only,,,719,940GZZLUSTD,FALSE,
248,Stratford,Entrance,,,,,,Stratford Northern Ticket Hall,719,940GZZLUSTD,FALSE,
8045,Stratford,Platform,EB,EB,Central,LU 1 Line,,,719,940GZZLUSTD,FALSE,
8046,Stratford,Platform,WB,WB,Central,LU 1 Line,,,719,940GZZLUSTD,FALSE,
8607,Stratford,Platform,NB,NB,DLR,DLR Only,,,719,940GZZLUSTD,FALSE,
8051,Stratford,Platform,SB,SB,DLR,DLR Only,,,719,940GZZLUSTD,FALSE,
4295,Stratford,Exit,,,,,,,719,940GZZLUSTD,FALSE,
7968,Sudbury Hill,Platform,EB,EB,Piccadilly,LU 1 Line,,,720,940GZZLUSUH,FALSE,
4296,Sudbury Hill,Exit,,,,,,,720,940GZZLUSUH,FALSE,
214,Sudbury Hill,Entrance,,,,,,,720,940GZZLUSUH,FALSE,
7969,Sudbury Hill,Platform,WB,WB,Piccadilly,LU 1 Line,,,720,940GZZLUSUH,FALSE,
7966,Sudbury Town,Platform,EB,EB,Piccadilly,LU 1 Line,,,721,940GZZLUSUT,FALSE,
7963,Sudbury Town,Entrance,,,,,,EB Platform Entrance,721,940GZZLUSUT,FALSE,
7965,Sudbury Town,Exit,,,,,,,721,940GZZLUSUT,FALSE,
7967,Sudbury Town,Platform,WB,WB,Piccadilly,LU 1 Line,,,721,940GZZLUSUT,FALSE,
7964,Sudbury Town,Entrance,,,,,,WB Platform Entrance,721,940GZZLUSUT,FALSE,
4299,Swiss Cottage,Exit,,,,,,,723,940GZZLUSWC,FALSE,
7622,Swiss Cottage,Platform,WB,NB,Jubilee,LU 1 Line,,,723,940GZZLUSWC,FALSE,
7623,Swiss Cottage,Platform,EB,SB,Jubilee,LU 1 Line,,,723,940GZZLUSWC,FALSE,
60,Swiss Cottage,Entrance,,,,,,,723,940GZZLUSWC,FALSE,
7858,Temple,Platform,IR,EB,Circle,LU Mult Lines,,,724,940GZZLUTMP,FALSE,
7859,Temple,Platform,OR,WB,Circle,LU Mult Lines,,,724,940GZZLUTMP,FALSE,
7860,Temple,Platform,EB,EB,District,LU Mult Lines,,,724,940GZZLUTMP,FALSE,
7861,Temple,Platform,WB,WB,District,LU Mult Lines,,,724,940GZZLUTMP,FALSE,
4300,Temple,Exit,,,,,,,724,940GZZLUTMP,FALSE,
162,Temple,Entrance,,,,,,,724,940GZZLUTMP,FALSE,
7997,Theydon Bois,Platform,EB,EB,Central,LU 1 Line,,,725,940GZZLUTHB,FALSE,
4301,Theydon Bois,Exit,,,,,,,725,940GZZLUTHB,FALSE,
229,Theydon Bois,Entrance,,,,,,,725,940GZZLUTHB,FALSE,
7998,Theydon Bois,Platform,WB,WB,Central,LU 1 Line,,,725,940GZZLUTHB,FALSE,
4302,Tooting Bec,Exit,,,,,,,726,940GZZLUTBC,FALSE,
7777,Tooting Bec,Platform,NB,NB,Northern,LU 1 Line,,,726,940GZZLUTBC,FALSE,
7778,Tooting Bec,Platform,SB,SB,Northern,LU 1 Line,,,726,940GZZLUTBC,FALSE,
133,Tooting Bec,Entrance,,,,,,,726,940GZZLUTBC,FALSE,
4303,Tooting Broadway,Exit,,,,,,,727,940GZZLUTBY,FALSE,
7779,Tooting Broadway,Platform,NB,NB,Northern,LU 1 Line,,,727,940GZZLUTBY,FALSE,
7780,Tooting Broadway,Platform,SB,SB,Northern,LU 1 Line,,,727,940GZZLUTBY,FALSE,
134,Tooting Broadway,Entrance,,,,,,,727,940GZZLUTBY,FALSE,
8431,Tottenham Court Road,Platform,EB,EB,Central,LU 1 Line,,,728,940GZZLUTCR,FALSE,
8432,Tottenham Court Road,Platform,WB,WB,Central,LU 1 Line,,,728,940GZZLUTCR,FALSE,
8429,Tottenham Court Road,Platform,NB,NB,Northern,LU 1 Line,,,728,940GZZLUTCR,FALSE,
8430,Tottenham Court Road,Platform,SB,SB,Northern,LU 1 Line,,,728,940GZZLUTCR,FALSE,
116,Tottenham Court Road,Entrance,,,,,,,728,940GZZLUTCR,FALSE,
4304,Tottenham Court Road,Exit,,,,,,,728,940GZZLUTCR,FALSE,
4305,Tottenham Hale,Exit,,,,,,,729,940GZZLUTMH,FALSE,
276,Tottenham Hale,Entrance,,,,,,,729,940GZZLUTMH,FALSE,
8109,Tottenham Hale,Platform,NB,NB,Victoria,LU 1 Line,,,729,940GZZLUTMH,FALSE,
8110,Tottenham Hale,Platform,SB,SB,Victoria,LU 1 Line,,,729,940GZZLUTMH,FALSE,
4306,Totteridge & Whetstone,Exit,,,,,,,730,940GZZLUTAW,FALSE,
7718,Totteridge & Whetstone,Platform,NB,NB,Northern,LU 1 Line,,,730,940GZZLUTAW,FALSE,
7719,Totteridge & Whetstone,Platform,SB,SB,Northern,LU 1 Line,,,730,940GZZLUTAW,FALSE,
101,Totteridge & Whetstone,Entrance,,,,,,,730,940GZZLUTAW,FALSE,
8401,Tower Hill,Platform,IR,EB,Circle,LU Mult Lines,,,731,940GZZLUTWH,FALSE,
8402,Tower Hill,Platform,OR,WB,Circle,LU Mult Lines,,,731,940GZZLUTWH,FALSE,
8403,Tower Hill,Platform,EB,EB,District,LU Mult Lines,,,731,940GZZLUTWH,FALSE,
8404,Tower Hill,Platform,WB,WB,District,LU Mult Lines,,,731,940GZZLUTWH,FALSE,
4307,Tower Hill,Exit,,,,,,,731,940GZZLUTWH,FALSE,
157,Tower Hill,Entrance,,,,,,,731,940GZZLUTWH,FALSE,
4308,Tufnell Park,Exit,,,,,,,733,940GZZLUTFP,FALSE,
7740,Tufnell Park,Platform,NB,NB,Northern,LU 1 Line,,,733,940GZZLUTFP,FALSE,
7741,Tufnell Park,Platform,SB,SB,Northern,LU 1 Line,,,733,940GZZLUTFP,FALSE,
109,Tufnell Park,Entrance,,,,,,,733,940GZZLUTFP,FALSE,
8411,Turnham Green,Platform,WB,WB,District,LU Mult Lines,Ealing Broadway,,734,940GZZLUTNG,FALSE,
8410,Turnham Green,Platform,EB,EB,District,LU Mult Lines,,,734,940GZZLUTNG,FALSE,
4309,Turnham Green,Exit,,,,,,,734,940GZZLUTNG,FALSE,
8413,Turnham Green,Platform,WB,WB,District,LU Mult Lines,Richmond,,734,940GZZLUTNG,FALSE,
185,Turnham Green,Entrance,,,,,,,734,940GZZLUTNG,FALSE,
7935,Turnpike Lane,Platform,EB,EB,Piccadilly,LU 1 Line,,,735,940GZZLUTPN,FALSE,
4310,Turnpike Lane,Exit,,,,,,,735,940GZZLUTPN,FALSE,
198,Turnpike Lane,Entrance,,,,,,,735,940GZZLUTPN,FALSE,
7936,Turnpike Lane,Platform,WB,WB,Piccadilly,LU 1 Line,,,735,940GZZLUTPN,FALSE,
8584,Upminster,Platform,EB,EB,District,LU 1 Line,,,736,940GZZLUUPM,FALSE,
7789,Upminster,Platform,WB,WB,District,LU 1 Line,,,736,940GZZLUUPM,FALSE,
4311,Upminster,Exit,,,,,,,736,940GZZLUUPM,FALSE,
4467,Upminster,Platform,Unknown,Unknown,NR,NR Only,,,736,940GZZLUUPM,FALSE,
4468,Upminster,Platform,Unknown,Unknown,NR,NR Only,,,736,940GZZLUUPM,FALSE,
4469,Upminster,Platform,Unknown,Unknown,London Overground,LO Only,,,736,940GZZLUUPM,FALSE,
138,Upminster,Entrance,,,,,,,736,940GZZLUUPM,FALSE,
7792,Upminster Bridge,Platform,EB,EB,District,LU 1 Line,,,737,940GZZLUUPB,FALSE,
4312,Upminster Bridge,Exit,,,,,,,737,940GZZLUUPB,FALSE,
139,Upminster Bridge,Entrance,,,,,,,737,940GZZLUUPB,FALSE,
7793,Upminster Bridge,Platform,WB,WB,District,LU 1 Line,,,737,940GZZLUUPB,FALSE,
7804,Upney,Platform,EB,EB,District,LU 1 Line,,,738,940GZZLUUPY,FALSE,
4313,Upney,Exit,,,,,,,738,940GZZLUUPY,FALSE,
145,Upney,Entrance,,,,,,,738,940GZZLUUPY,FALSE,
7805,Upney,Platform,WB,WB,District,LU 1 Line,,,738,940GZZLUUPY,FALSE,
7815,Upton Park,Platform,EB,EB,District,LU Mult Lines,,,739,940GZZLUUPK,FALSE,
7816,Upton Park,Platform,WB,WB,District,LU Mult Lines,,,739,940GZZLUUPK,FALSE,
4314,Upton Park,Exit,,,,,,,739,940GZZLUUPK,FALSE,
7817,Upton Park,Platform,EB,EB,Hammersmith & City,LU Mult Lines,,,739,940GZZLUUPK,FALSE,
7818,Upton Park,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,739,940GZZLUUPK,FALSE,
148,Upton Park,Entrance,,,,,,,739,940GZZLUUPK,FALSE,
4315,Uxbridge,Exit,,,,,,,740,940GZZLUUXB,FALSE,
8602,Uxbridge,Platform,NB,WB,Metropolitan,LU Mult Lines,,,740,940GZZLUUXB,FALSE,
7556,Uxbridge,Platform,SB,EB,Metropolitan,LU Mult Lines,,,740,940GZZLUUXB,FALSE,
8603,Uxbridge,Platform,WB,WB,Piccadilly,LU Mult Lines,,,740,940GZZLUUXB,FALSE,
7557,Uxbridge,Platform,EB,EB,Piccadilly,LU Mult Lines,,,740,940GZZLUUXB,FALSE,
26,Uxbridge,Entrance,,,,,,,740,940GZZLUUXB,FALSE,
4347,Vauxhall,Exit,,,,,,,777,940GZZLUVXL,FALSE,
279,Vauxhall,Entrance,,,,,,,777,940GZZLUVXL,FALSE,
8122,Vauxhall,Platform,NB,NB,Victoria,LU 1 Line,,,777,940GZZLUVXL,FALSE,
8123,Vauxhall,Platform,SB,SB,Victoria,LU 1 Line,,,777,940GZZLUVXL,FALSE,
8196,Victoria,Platform,IR,EB,Circle,LU Mult Lines,,,741,940GZZLUVIC,FALSE,
8197,Victoria,Platform,OR,WB,Circle,LU Mult Lines,,,741,940GZZLUVIC,FALSE,
8198,Victoria,Platform,EB,EB,District,LU Mult Lines,,,741,940GZZLUVIC,FALSE,
8192,Victoria,Entrance,,,,,,District Line Ticket Hall,741,940GZZLUVIC,FALSE,
8199,Victoria,Platform,WB,WB,District,LU Mult Lines,,,741,940GZZLUVIC,FALSE,
8193,Victoria,Exit,,,,,,,741,940GZZLUVIC,FALSE,
8191,Victoria,Entrance,,,,,,Victoria Line Ticket Hall,741,940GZZLUVIC,FALSE,
8194,Victoria,Platform,NB,NB,Victoria,LU 1 Line,,,741,940GZZLUVIC,FALSE,
8195,Victoria,Platform,SB,SB,Victoria,LU 1 Line,,,741,940GZZLUVIC,FALSE,
8527,Walthamstow Central,Entrance,,,,,,,742,940GZZLUWWL,FALSE,
8605,Walthamstow Central,Platform,NB,NB,Victoria,LU 1 Line,,,742,940GZZLUWWL,FALSE,
8102,Walthamstow Central,Platform,SB,SB,Victoria,LU 1 Line,,,742,940GZZLUWWL,FALSE,
4316,Walthamstow Central,Exit,,,,,,,742,940GZZLUWWL,FALSE,
8038,Wanstead,Platform,EB,EB,Central,LU 1 Line,,,743,940GZZLUWSD,FALSE,
4317,Wanstead,Exit,,,,,,,743,940GZZLUWSD,FALSE,
245,Wanstead,Entrance,,,,,,,743,940GZZLUWSD,FALSE,
8039,Wanstead,Platform,WB,WB,Central,LU 1 Line,,,743,940GZZLUWSD,FALSE,
4319,Warren Street,Exit,,,,,,,745,940GZZLUWRR,FALSE,
8177,Warren Street,Platform,NB,NB,Northern,LU 1 Line,,,745,940GZZLUWRR,FALSE,
8178,Warren Street,Platform,SB,SB,Northern,LU 1 Line,,,745,940GZZLUWRR,FALSE,
114,Warren Street,Entrance,,,,,,,745,940GZZLUWRR,FALSE,
8175,Warren Street,Platform,NB,NB,Victoria,LU 1 Line,,,745,940GZZLUWRR,FALSE,
8176,Warren Street,Platform,SB,SB,Victoria,LU 1 Line,,,745,940GZZLUWRR,FALSE,
4320,Warwick Avenue,Exit,,,,,,,746,940GZZLUWKA,FALSE,
7648,Warwick Avenue,Platform,NB,NB,Bakerloo,LU 1 Line,,,746,940GZZLUWKA,FALSE,
7649,Warwick Avenue,Platform,SB,SB,Bakerloo,LU 1 Line,,,746,940GZZLUWKA,FALSE,
72,Warwick Avenue,Entrance,,,,,,,746,940GZZLUWKA,FALSE,
8888,Waterloo,Entrance,,,,,,Jubilee Ticket Hall,747,940GZZLUWLO,FALSE,
8218,Waterloo,Platform,NB,NB,Bakerloo,LU 1 Line,,,747,940GZZLUWLO,FALSE,
8219,Waterloo,Platform,SB,SB,Bakerloo,LU 1 Line,,,747,940GZZLUWLO,FALSE,
8215,Waterloo,Exit,,,,,,,747,940GZZLUWLO,FALSE,
8863,Waterloo,Platform,EB,EB,Jubilee,LU 1 Line,,,747,940GZZLUWLO,FALSE,
8862,Waterloo,Platform,WB,WB,Jubilee,LU 1 Line,,,747,940GZZLUWLO,FALSE,
4562,Waterloo,Entrance,,,,,,Main Ticket Hall Bakleroo Escalators,747,940GZZLUWLO,FALSE,
4561,Waterloo,Entrance,,,,,,Middle Section Ticket Hall,747,940GZZLUWLO,FALSE,
4559,Waterloo,Entrance,,,,,,Main Ticket Hall Nearest Ticket Window,747,940GZZLUWLO,FALSE,
8216,Waterloo,Platform,NB,NB,Northern,LU 1 Line,,,747,940GZZLUWLO,FALSE,
8217,Waterloo,Platform,SB,SB,Northern,LU 1 Line,,,747,940GZZLUWLO,FALSE,
8214,Waterloo,Entrance,,,,,,Shell Hall,747,940GZZLUWLO,FALSE,
8220,Waterloo,Platform,WB,WB,Waterloo & City,LU 1 Line,,,747,940GZZLUWLO,FALSE,
8687,Waterloo,Platform,EB,EB,Waterloo & City,LU 1 Line,,,747,940GZZLUWLO,FALSE,
