Node,Station,Node_Type,Line_Direction,Platform_Direction,Line,Platform_Type,Destination,Station_Entrance_Exit,NLC,NAPTAN,Deprecated,Year_of_addition
8841,Waterloo,Entrance,,,,,,Waterloo & City Entrance,747,940GZZLUWLO,FALSE,
4356,Waterloo,Exit,,,,,,,747,940GZZLUWLO,FALSE,
8594,Watford,Platform,NB,NB,Metropolitan,LU 1 Line,,,748,940GZZLUWAF,FALSE,
7571,Watford,Platform,SB,SB,Metropolitan,LU 1 Line,,,748,940GZZLUWAF,FALSE,
4321,Watford,Exit,,,,,,,748,940GZZLUWAF,FALSE,
33,Watford,Entrance,,,,,,,748,940GZZLUWAF,FALSE,
7676,Wembley Central,Platform,NB,NB,Bakerloo,LU & LO,,,751,940GZZLUWYC,FALSE,
7677,Wembley Central,Platform,SB,SB,Bakerloo,LU & LO,,,751,940GZZLUWYC,FALSE,
4322,Wembley Central,Exit,,,,,,,751,940GZZLUWYC,FALSE,
4474,Wembley Central,Platform,NB,NB,London Overground,LU & LO,,,751,940GZZLUWYC,FALSE,
4475,Wembley Central,Platform,SB,SB,London Overground,LU & LO,,,751,940GZZLUWYC,FALSE,
80,Wembley Central,Entrance,,,,,,,751,940GZZLUWYC,FALSE,
4323,Wembley Park,Exit,,,,,,,752,940GZZLUWYP,FALSE,
8492,Wembley Park,Platform,WB,NB,Jubilee,LU 1 Line,,,752,940GZZLUWYP,FALSE,
8493,Wembley Park,Platform,EB,SB,Jubilee,LU 1 Line,,,752,940GZZLUWYP,FALSE,
8495,Wembley Park,Platform,NB,NB,Metropolitan,LU 1 Line,,,752,940GZZLUWYP,FALSE,
8494,Wembley Park,Platform,SB,SB,Metropolitan,LU 1 Line,,,752,940GZZLUWYP,FALSE,
15,Wembley Park,Entrance,,,,,,,752,940GZZLUWYP,FALSE,
8074,West Acton,Platform,EB,EB,Central,LU 1 Line,,,753,940GZZLUWTA,FALSE,
4324,West Acton,Exit,,,,,,,753,940GZZLUWTA,FALSE,
265,West Acton,Entrance,,,,,,,753,940GZZLUWTA,FALSE,
8075,West Acton,Platform,WB,WB,Central,LU 1 Line,,,753,940GZZLUWTA,FALSE,
4579,West Brompton,Platform,Unknown,Unknown,London Overground,LO Only,,,755,940GZZLUWBN,FALSE,
7881,West Brompton,Platform,EB,EB,District,LU 1 Line,,,755,940GZZLUWBN,FALSE,
4326,West Brompton,Exit,,,,,,,755,940GZZLUWBN,FALSE,
4477,West Brompton,Platform,Unknown,Unknown,London Overground,LO Only,,,755,940GZZLUWBN,FALSE,
172,West Brompton,Entrance,,,,,,,755,940GZZLUWBN,FALSE,
7882,West Brompton,Platform,WB,WB,District,LU 1 Line,,,755,940GZZLUWBN,FALSE,
7727,West Finchley,Exit,,,,,,,756,940GZZLUWFN,FALSE,
7725,West Finchley,Entrance,,,,,,Main Entrance,756,940GZZLUWFN,FALSE,
7728,West Finchley,Platform,NB,NB,Northern,LU 1 Line,,,756,940GZZLUWFN,FALSE,
7729,West Finchley,Platform,SB,SB,Northern,LU 1 Line,,,756,940GZZLUWFN,FALSE,
7726,West Finchley,Entrance,,,,,,SB Platform Entrance,756,940GZZLUWFN,FALSE,
7823,West Ham,Platform,EB,EB,District,LU Mult Lines,,,757,940GZZLUWHM,FALSE,
7824,West Ham,Platform,WB,WB,District,LU Mult Lines,,,757,940GZZLUWHM,FALSE,
4328,West Ham,Exit,,,,,,,757,940GZZLUWHM,FALSE,
7825,West Ham,Platform,EB,EB,Hammersmith & City,LU Mult Lines,,,757,940GZZLUWHM,FALSE,
7826,West Ham,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,757,940GZZLUWHM,FALSE,
8879,West Ham,Platform,EB,EB,Jubilee,LU 1 Line,,,757,940GZZLUWHM,FALSE,
8878,West Ham,Platform,WB,WB,Jubilee,LU 1 Line,,,757,940GZZLUWHM,FALSE,
150,West Ham,Exit,,,,,,,757,940GZZLUWHM,FALSE,
4479,West Ham,Platform,Unknown,Unknown,NR,NR Only,,,757,940GZZLUWHM,FALSE,
4478,West Ham,Platform,Unknown,Unknown,NR,NR Only,,,757,940GZZLUWHM,FALSE,
4329,West Hampstead,Exit,,,,,,,758,940GZZLUWHP,FALSE,
7624,West Hampstead,Platform,WB,NB,Jubilee,LU 1 Line,,,758,940GZZLUWHP,FALSE,
7625,West Hampstead,Platform,EB,SB,Jubilee,LU 1 Line,,,758,940GZZLUWHP,FALSE,
8535,West Hampstead,Entrance,,,,,,,758,940GZZLUWHP,FALSE,
4330,West Harrow,Exit,,,,,,,759,940GZZLUWHW,FALSE,
7534,West Harrow,Platform,NB,WB,Metropolitan,LU 1 Line,,,759,940GZZLUWHW,FALSE,
8530,West Harrow,Entrance,,,,,,NB Entrance,759,940GZZLUWHW,FALSE,
7535,West Harrow,Platform,SB,EB,Metropolitan,LU 1 Line,,,759,940GZZLUWHW,FALSE,
8531,West Harrow,Entrance,,,,,,SB Entrance,759,940GZZLUWHW,FALSE,
7901,West Kensington,Platform,EB,EB,District,LU 1 Line,,,760,940GZZLUWKN,FALSE,
7900,West Kensington,Exit,,,,,,,760,940GZZLUWKN,FALSE,
7898,West Kensington,Entrance,,,,,,,760,940GZZLUWKN,FALSE,
7899,West Kensington,Entrance,,,,,,Staff Entrance,760,940GZZLUWKN,FALSE,
7902,West Kensington,Platform,WB,WB,District,LU 1 Line,,,760,940GZZLUWKN,FALSE,
8096,West Ruislip,Platform,WB,WB,Central,LU 1 Line,,,762,940GZZLUWRP,FALSE,
8574,West Ruislip,Platform,EB,EB,Central,LU 1 Line,,,762,940GZZLUWRP,FALSE,
8562,West Ruislip,Entrance,,,,,,,762,940GZZLUWRP,FALSE,
4333,West Ruislip,Exit,,,,,,,762,940GZZLUWRP,FALSE,
4480,West Ruislip,Platform,Unknown,Unknown,NR,NR Only,,,762,940GZZLUWRP,FALSE,
7591,Westbourne Park,Platform,EB,EB,Circle,LU Mult Lines,,,754,940GZZLUWSP,FALSE,
7592,Westbourne Park,Platform,WB,WB,Circle,LU Mult Lines,,,754,940GZZLUWSP,FALSE,
4325,Westbourne Park,Exit,,,,,,,754,940GZZLUWSP,FALSE,
7589,Westbourne Park,Platform,EB,EB,Hammersmith & City,LU Mult Lines,,,754,940GZZLUWSP,FALSE,
7590,Westbourne Park,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,754,940GZZLUWSP,FALSE,
40,Westbourne Park,Entrance,,,,,,,754,940GZZLUWSP,FALSE,
7862,Westminster,Platform,IR,EB,Circle,LU Mult Lines,,,761,940GZZLUWSM,FALSE,
7863,Westminster,Platform,OR,WB,Circle,LU Mult Lines,,,761,940GZZLUWSM,FALSE,
7864,Westminster,Platform,EB,EB,District,LU Mult Lines,,,761,940GZZLUWSM,FALSE,
7865,Westminster,Platform,WB,WB,District,LU Mult Lines,,,761,940GZZLUWSM,FALSE,
4332,Westminster,Exit,,,,,,,761,940GZZLUWSM,FALSE,
8861,Westminster,Platform,EB,EB,Jubilee,LU 1 Line,,,761,940GZZLUWSM,FALSE,
8860,Westminster,Platform,WB,WB,Jubilee,LU 1 Line,,,761,940GZZLUWSM,FALSE,
164,Westminster,Entrance,,,,,,,761,940GZZLUWSM,FALSE,
8070,White City,Platform,EB,EB,Central,LU 1 Line,,,764,940GZZLUWCY,FALSE,
4335,White City,Exit,,,,,,,764,940GZZLUWCY,FALSE,
262,White City,Entrance,,,,,,,764,940GZZLUWCY,FALSE,
8071,White City,Platform,WB,WB,Central,LU 1 Line,,,764,940GZZLUWCY,FALSE,
8389,Whitechapel,Platform,EB,EB,District,LU Mult Lines,,,763,940GZZLUWPL,FALSE,
8390,Whitechapel,Platform,WB,WB,District,LU Mult Lines,,,763,940GZZLUWPL,FALSE,
4334,Whitechapel,Exit,,,,,,,763,940GZZLUWPL,FALSE,
8381,Whitechapel,Platform,NB,NB,London Overground,LO Only,,,763,940GZZLUWPL,FALSE,
8391,Whitechapel,Platform,SB,SB,London Overground,LO Only,,,763,940GZZLUWPL,FALSE,
8511,Whitechapel,Platform,EB,EB,Hammersmith & City,LU Mult Lines,,,763,940GZZLUWPL,FALSE,
8512,Whitechapel,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,763,940GZZLUWPL,FALSE,
155,Whitechapel,Entrance,,,,,,,763,940GZZLUWPL,FALSE,
4336,Willesden Green,Exit,,,,,,,765,940GZZLUWIG,FALSE,
7632,Willesden Green,Platform,WB,NB,Jubilee,LU 1 Line,,,765,940GZZLUWIG,FALSE,
7633,Willesden Green,Platform,EB,SB,Jubilee,LU 1 Line,,,765,940GZZLUWIG,FALSE,
63,Willesden Green,Entrance,,,,,,,765,940GZZLUWIG,FALSE,
7662,Willesden Junction,Platform,NB,NB,Bakerloo,LU & LO,,,766,940GZZLUWJN,FALSE,
7663,Willesden Junction,Platform,SB,SB,Bakerloo,LU & LO,,,766,940GZZLUWJN,FALSE,
77,Willesden Junction,Entrance,,,,,,Main (Old Oak) Ticket Hall,766,940GZZLUWJN,FALSE,
4337,Willesden Junction,Exit,,,,,,,766,940GZZLUWJN,FALSE,
4485,Willesden Junction,Entrance,,,,,,Harrow Road Ticket Hall,766,940GZZLUWJN,FALSE,
4481,Willesden Junction,Platform,NB,NB,London Overground,LU & LO,,,766,940GZZLUWJN,FALSE,
4482,Willesden Junction,Platform,SB,SB,London Overground,LU & LO,,,766,940GZZLUWJN,FALSE,
4483,Willesden Junction,Platform,Unknown,Unknown,London Overground,LU & LO,,,766,940GZZLUWJN,FALSE,
7895,Wimbledon,Platform,WB,WB,District,LU 1 Line,,,767,940GZZLUWIM,FALSE,
8582,Wimbledon,Platform,EB,EB,District,LU 1 Line,,,767,940GZZLUWIM,FALSE,
4338,Wimbledon,Exit,,,,,,,767,940GZZLUWIM,FALSE,
179,Wimbledon,Entrance,,,,,,,767,940GZZLUWIM,FALSE,
7893,Wimbledon Park,Platform,EB,EB,District,LU 1 Line,,,768,940GZZLUWIP,FALSE,
4339,Wimbledon Park,Exit,,,,,,,768,940GZZLUWIP,FALSE,
178,Wimbledon Park,Entrance,,,,,,,768,940GZZLUWIP,FALSE,
7894,Wimbledon Park,Platform,WB,WB,District,LU 1 Line,,,768,940GZZLUWIP,FALSE,
7933,Wood Green,Platform,EB,EB,Piccadilly,LU 1 Line,,,770,940GZZLUWOG,FALSE,
4341,Wood Green,Exit,,,,,,,770,940GZZLUWOG,FALSE,
197,Wood Green,Entrance,,,,,,,770,940GZZLUWOG,FALSE,
7934,Wood Green,Platform,WB,WB,Piccadilly,LU 1 Line,,,770,940GZZLUWOG,FALSE,
1188,Wood Lane,Platform,EB,EB,Circle,LU Mult Lines,,,599,940GZZLUWLA,FALSE,
1189,Wood Lane,Platform,WB,WB,Circle,LU Mult Lines,,,599,940GZZLUWLA,FALSE,
1185,Wood Lane,Platform,EB,EB,Hammersmith & City,LU Mult Lines,,,599,940GZZLUWLA,FALSE,
1187,Wood Lane,Exit,,,,,,,599,940GZZLUWLA,FALSE,
118,Wood Lane,Entrance,,,,,,,599,940GZZLUWLA,FALSE,
1186,Wood Lane,Platform,WB,WB,Hammersmith & City,LU Mult Lines,,,599,940GZZLUWLA,FALSE,
8446,Woodford,Entrance,,,,,,EB Platform Entrance,769,940GZZLUWOF,FALSE,
8447,Woodford,Exit,,,,,,,769,940GZZLUWOF,FALSE,
4552,Woodford,Platform,EB,EB,Central,LU 1 Line,from Hainault,,769,940GZZLUWOF,FALSE,
8449,Woodford,Platform,WB,WB,Central,LU 1 Line,Acton,,769,940GZZLUWOF,FALSE,
8448,Woodford,Platform,EB,EB,Central,LU 1 Line,Epping,,769,940GZZLUWOF,FALSE,
8450,Woodford,Platform,WB,WB,Central,LU 1 Line,Towards Hainault,,769,940GZZLUWOF,FALSE,
8445,Woodford,Entrance,,,,,,WB Platform Entrance,769,940GZZLUWOF,FALSE,
7722,Woodside Park,Exit,,,,,,,771,940GZZLUWOP,FALSE,
7723,Woodside Park,Platform,NB,NB,Northern,LU 1 Line,,,771,940GZZLUWOP,FALSE,
7720,Woodside Park,Entrance,,,,,,NB Platform Entrance,771,940GZZLUWOP,FALSE,
7724,Woodside Park,Platform,SB,SB,Northern,LU 1 Line,,,771,940GZZLUWOP,FALSE,
7721,Woodside Park,Entrance,,,,,,SB Platform Entrance,771,940GZZLUWOP,FALSE,
